store_id,invoice_id,shipment_id,supplier_number,invoice_number,return_invoice,status,method,dsd,cod,user_id,external_po_number,major_dept_number,invoice_date,delivery_timestp,check_in_timestamp,final_timestamp,flags,base_total_qty,base_total_deposit,base_misc_charge,base_misc_allowance,base_total_net,final_total_qty,final_misc_charge,final_misc_allowance,base_total_recv_tax_1,base_total_recv_tax_2,base_total_recv_tax_3,base_total_recv_tax_4,final_total_recv_tax_1,final_total_recv_tax_2,final_total_recv_tax_3,final_total_recv_tax_4,final_total_net,final_total_retail,num_line_items,upload_timestamp,i_audit,final_total_ext_deposit
340014,296,296,3629745,521271847069072,1,2,2,1,0,25846,NULL,,3/10/2023,03-10-2023 19:18:36-05:00,03-10-2023 15:50:37-05:00,03-10-2023 19:27:27-05:00,12288,15,0,0,0,600,15,0,0,,,,,,,,,42.6,52.35,2,03-10-2023 14:18:11-05:00,0,0
340033,297,297,3629745,363923276348080,0,2,2,1,0,30951,NULL,,3/10/2023,03-10-2023 06:43:23-05:00,03-10-2023 00:16:11-05:00,03-10-2023 00:49:54-05:00,12288,15,0,0,0,527,15,0,0,,,,,,,,,511.2,628.2,2,03-10-2023 03:37:12-05:00,0,0
340021,298,298,3629745,896066018330533,0,2,2,1,0,62280,NULL,,3/10/2023,03-10-2023 13:48:31-05:00,03-10-2023 19:53:47-05:00,03-10-2023 22:00:58-05:00,12288,15,0,0,0,600,15,0,0,,,,,,,,,511.2,628.2,1,03-10-2023 09:24:04-05:00,0,0
410065,299,299,3629745,480163263805890,1,2,2,1,0,10601,NULL,,3/10/2023,03-10-2023 09:43:26-05:00,03-10-2023 06:18:57-05:00,03-10-2023 02:29:07-05:00,12288,15,0,0,0,527,15,0,0,,,,,,,,,42.6,52.35,2,03-10-2023 13:58:49-05:00,0,0
340011,300,300,9068305,624457165164587,0,2,2,1,0,16672,NULL,,3/10/2023,03-10-2023 23:47:19-05:00,03-10-2023 05:29:13-05:00,03-10-2023 18:15:39-05:00,12288,15,0,0,0,527,6,0,0,,,,,,,,,691.2,0,1,03-10-2023 05:03:17-05:00,0,0
410093,301,301,9068305,309362898488990,0,2,2,1,0,13514,NULL,,3/10/2023,03-10-2023 23:06:48-05:00,03-10-2023 08:35:37-05:00,03-10-2023 17:21:15-05:00,12288,15,0,0,0,527,0,0,0,,,,,,,,,0,0,0,03-10-2023 23:33:27-05:00,0,0
410074,302,302,9068305,100808811180020,0,2,2,1,0,77078,NULL,,3/10/2023,03-10-2023 23:48:52-05:00,03-10-2023 11:13:01-05:00,03-10-2023 22:36:45-05:00,12288,15,0,0,0,66,15,0,0,,,,,,,,,1728,0,1,03-10-2023 10:38:34-05:00,0,0
410077,303,303,9068305,748487187801414,0,2,2,1,0,61547,NULL,,3/10/2023,03-10-2023 07:59:28-05:00,03-10-2023 09:42:59-05:00,03-10-2023 05:21:38-05:00,12288,15,0,0,0,600,15,0,0,,,,,,,,,1728,0,1,03-10-2023 22:17:12-05:00,0,0
340032,304,304,3629745,264012871392789,1,2,2,1,0,82858,NULL,,3/13/2023,03-13-2023 22:42:26-05:00,03-13-2023 08:42:25-05:00,03-13-2023 21:17:09-05:00,12288,15,0,0,0,527,15,0,0,,,,,,,,,42.6,52.35,2,03-13-2023 22:29:28-05:00,0,0
410083,305,305,3629745,251258637254325,0,2,2,1,0,56913,NULL,,3/13/2023,03-13-2023 05:51:13-05:00,03-13-2023 14:06:33-05:00,03-13-2023 09:16:02-05:00,12288,20,0,0,0,600,20,0,0,,,,,,,,,792,897.6,2,03-13-2023 10:11:18-05:00,0,0
410089,306,306,5963353,652047149904764,0,2,6,1,0,99654,NULL,,3/13/2023,03-13-2023 12:40:13-05:00,03-13-2023 17:23:06-05:00,03-13-2023 11:06:42-05:00,12288,241,0,0,0,3470.88,231,0,0,,,,,,,,,3264.62,6332.14,67,03-13-2023 00:46:55-05:00,0,0
340029,307,307,5963353,262246782613697,0,2,6,1,0,24003,NULL,,3/13/2023,03-13-2023 16:37:16-05:00,03-13-2023 15:53:51-05:00,03-13-2023 18:46:40-05:00,12296,241,0,0,0,3470.88,231,0,0,,,,,,,,,3264.62,6332.14,67,03-13-2023 06:00:41-05:00,0,0
410078,308,308,9068305,426427614983729,0,2,2,1,0,91561,NULL,,3/13/2023,03-13-2023 13:23:58-05:00,03-13-2023 07:17:31-05:00,03-13-2023 11:16:31-05:00,12288,15,0,0,0,600,10,0,0,,,,,,,,,1152,0,1,03-13-2023 06:10:46-05:00,0,0
410082,309,309,5963353,501069959792859,0,2,6,1,0,11481,NULL,,3/13/2023,03-13-2023 05:52:25-05:00,03-13-2023 06:54:07-05:00,03-13-2023 04:51:59-05:00,12296,241,0,0,0,3470.88,258,0,0,,,,,,,,,4193.03,6332.14,67,03-13-2023 06:30:38-05:00,0,0
410094,310,310,5963353,715568030703292,0,2,6,1,0,20210,NULL,,3/13/2023,03-13-2023 18:06:06-05:00,03-13-2023 14:33:57-05:00,03-13-2023 01:15:13-05:00,12288,241,0,0,0,3470.88,231,0,0,,,,,,,,,3264.62,6332.14,67,03-13-2023 23:38:26-05:00,1,0
410091,311,311,9068305,652817787784755,0,2,2,1,0,31101,NULL,,3/14/2023,03-14-2023 09:33:50-05:00,03-14-2023 21:54:35-05:00,03-14-2023 11:13:14-05:00,12288,15,0,0,0,500,15,0,0,,,,,,,,,1728,0,1,03-14-2023 20:56:44-05:00,0,0
410073,312,312,3621436,243128175778265,0,2,2,1,0,93641,NULL,,3/14/2023,03-14-2023 01:57:50-05:00,03-14-2023 13:09:11-05:00,03-14-2023 20:10:53-05:00,12288,15,0,0,0,600,15,0,0,,,,,,,,,2022.6,0,2,03-14-2023 01:42:19-05:00,0,0
410071,314,314,3629745,271946461192505,1,2,2,1,0,19676,NULL,,3/14/2023,03-14-2023 22:42:53-05:00,03-14-2023 16:48:38-05:00,03-14-2023 00:40:15-05:00,12288,15,0,0,0,500,15,0,0,,,,,,,,,56.4,59.85,1,03-14-2023 06:57:46-05:00,0,0
410051,315,315,3629745,748491161401730,0,2,2,1,0,66137,NULL,,3/14/2023,03-14-2023 02:47:17-05:00,03-14-2023 17:55:07-05:00,03-14-2023 07:47:06-05:00,12288,15,0,0,0,600,15,0,0,,,,,,,,,676.8,718.2,1,03-14-2023 15:23:44-05:00,0,0
410079,316,316,9068305,397729178454554,0,2,2,1,0,70805,NULL,,3/14/2023,03-14-2023 11:10:45-05:00,03-14-2023 18:05:17-05:00,03-14-2023 01:35:36-05:00,12288,15,0,0,0,600,15,0,0,,,,,,,,,1728,0,1,03-14-2023 17:37:37-05:00,0,0
340012,317,317,3629745,632055871849248,0,2,2,1,0,40387,NULL,,3/14/2023,03-14-2023 06:52:37-05:00,03-14-2023 04:32:12-05:00,03-14-2023 07:55:26-05:00,12288,16,0,0,0,600,16,0,0,,,,,,,,,545.28,670.08,2,03-14-2023 01:25:11-05:00,0,0
340022,318,318,9068305,822359823972299,0,2,2,1,0,60366,NULL,,3/14/2023,03-14-2023 20:41:18-05:00,03-14-2023 07:53:51-05:00,03-14-2023 04:35:03-05:00,12288,15,0,0,0,600,15,0,0,,,,,,,,,1728,0,1,03-14-2023 21:15:35-05:00,0,0
410058,319,319,3629745,139176844748198,0,2,2,1,0,46389,NULL,,3/13/2023,03-13-2023 09:39:13-05:00,03-13-2023 15:14:11-05:00,03-13-2023 02:02:58-05:00,12288,15,0,0,0,527,15,0,0,,,,,,,,,511.2,628.2,2,03-13-2023 23:39:29-05:00,0,0
340003,320,320,3629745,397435792494979,1,2,2,1,0,90027,NULL,,3/13/2023,03-13-2023 21:59:20-05:00,03-13-2023 04:33:03-05:00,03-13-2023 13:36:15-05:00,12288,15,0,0,0,528,15,0,0,,,,,,,,,53.64,58.35,2,03-13-2023 20:51:54-05:00,0,0
340042,321,321,9068305,122132796303571,0,2,2,1,0,49362,NULL,,3/13/2023,03-13-2023 05:59:43-05:00,03-13-2023 12:45:12-05:00,03-13-2023 11:59:08-05:00,12288,16,0,0,0,627,16,0,0,,,,,,,,,1843.2,0,1,03-13-2023 05:52:52-05:00,0,0
410064,322,322,8240938,333009385480165,0,3,2,1,1,38001,NULL,,3/12/2023,03-12-2023 04:07:08-05:00,03-12-2023 19:41:13-05:00,03-12-2023 06:16:34-05:00,12288,10,0,0,0,100,0,0,0,,,,,,,,,0,0,1,03-12-2023 04:47:46-05:00,0,0
340034,323,323,3629745,325721889898417,0,2,2,1,0,82268,NULL,,3/17/2023,03-17-2023 06:45:34-05:00,03-17-2023 02:36:28-05:00,03-17-2023 22:52:06-05:00,12288,15,0,0,0,527,15,0,0,,,,,,,,,511.2,628.2,1,03-17-2023 15:44:29-05:00,0,0
410070,324,324,3629745,250119513168472,1,2,2,1,0,38869,NULL,,3/17/2023,03-17-2023 09:16:47-05:00,03-17-2023 11:15:57-05:00,03-17-2023 12:09:42-05:00,12288,21,0,0,0,210,20,0,0,,,,,,,,,70.6,77.3,2,03-17-2023 10:20:06-05:00,0,0
340019,325,325,3629745,979995747536337,0,2,2,1,0,31184,NULL,,3/20/2023,03-20-2023 02:23:05-05:00,03-20-2023 19:34:59-05:00,03-20-2023 14:53:14-05:00,12288,15,0,0,0,527,15,0,0,,,,,,,,,511.2,628.2,2,03-20-2023 06:27:37-05:00,0,0
410084,326,326,3629745,502213505031180,1,2,2,1,0,93078,NULL,,3/20/2023,03-20-2023 08:40:31-05:00,03-20-2023 02:36:35-05:00,03-20-2023 13:42:07-05:00,12288,15,0,0,0,600,15,0,0,,,,,,,,,42.6,52.35,2,03-20-2023 19:06:27-05:00,0,0
340015,327,327,3629745,967403591445614,0,2,2,1,0,70503,NULL,,3/20/2023,03-20-2023 20:56:31-05:00,03-20-2023 19:09:33-05:00,03-20-2023 10:16:28-05:00,12288,1,0,0,0,100,12,0,0,,,,,,,,,541.44,574.56,1,03-20-2023 10:28:44-05:00,0,0
340010,328,328,4977635,371464161847848,0,2,5,1,1,64766,NULL,,3/14/2023,03-14-2023 21:05:52-05:00,03-14-2023 08:23:57-05:00,03-14-2023 08:12:09-05:00,12288,6,0,0,0,1007.7,18,0,0,,,,,,,,,251.93,353.82,6,03-14-2023 20:58:01-05:00,0,0
410092,329,329,4977635,395703835251664,0,2,5,1,1,91520,NULL,,3/14/2023,03-14-2023 06:50:51-05:00,03-14-2023 20:21:55-05:00,03-14-2023 10:40:40-05:00,12288,1,0,0,0,87.95,3,0,0,,,,,,,,,21.99,29.97,1,03-14-2023 12:36:47-05:00,0,0
410069,330,330,4977635,284321293833722,0,2,5,1,1,16216,NULL,,3/14/2023,03-14-2023 20:18:06-05:00,03-14-2023 08:20:33-05:00,03-14-2023 01:57:25-05:00,12288,1,0,0,0,-79.95,105,0,0,,,,,,,,,2268.03,6165.21,35,03-14-2023 22:29:38-05:00,0,0
340043,331,331,3629745,219277846476617,1,2,2,1,0,93682,NULL,,3/21/2023,03-21-2023 08:03:08-05:00,03-21-2023 04:50:08-05:00,03-21-2023 09:25:54-05:00,12288,15,0,0,0,537,12,0,0,,,,,,,,,34.08,41.88,1,03-21-2023 12:59:36-05:00,0,0
340017,332,332,3629745,438110045754629,0,2,2,1,0,42958,NULL,,3/21/2023,03-21-2023 04:13:45-05:00,03-21-2023 09:32:32-05:00,03-21-2023 05:10:23-05:00,12288,15,0,0,0,527,15,0,0,,,,,,,,,511.2,628.2,1,03-21-2023 12:10:54-05:00,0,0
340009,333,333,3629745,393794462645239,0,2,2,1,0,40728,NULL,,3/21/2023,03-21-2023 03:53:09-05:00,03-21-2023 11:07:52-05:00,03-21-2023 10:36:16-05:00,12288,1,0,0,0,32.37,1,0,0,,,,,,,,,34.08,41.88,1,03-21-2023 02:48:16-05:00,0,0
340002,334,334,8537770,127740878423743,0,2,1,1,0,35759,NULL,101,3/21/2023,03-21-2023 07:11:00-05:00,03-21-2023 05:57:59-05:00,03-21-2023 07:31:46-05:00,16384,0,0,0,0,0,15,0,0,,,,,,,,,600,0,0,03-21-2023 02:28:05-05:00,0,0
340040,335,335,3629745,457334991991780,0,2,2,1,0,86794,NULL,,3/22/2023,03-22-2023 19:57:03-05:00,03-22-2023 05:31:05-05:00,03-22-2023 20:18:59-05:00,12288,15,0,0,0,527,15,0,0,,,,,,,,,511.2,628.2,2,03-22-2023 12:43:17-05:00,0,0
410057,336,336,8537770,258525532310064,0,2,1,1,0,22171,NULL,101,3/22/2023,03-22-2023 01:46:04-05:00,03-22-2023 21:18:20-05:00,03-22-2023 07:06:28-05:00,16384,0,0,0,0,0,15,0,0,,,,,,,,,600,0,0,03-22-2023 17:58:43-05:00,0,0
340045,338,338,3629745,933887046078765,0,2,2,1,0,28257,NULL,,3/24/2023,03-24-2023 17:43:05-05:00,03-24-2023 00:53:11-05:00,03-24-2023 17:23:45-05:00,12288,15,0,0,0,527,15,0,0,,,,,,,,,522.15,628.2,2,03-24-2023 04:16:33-05:00,0,0
340030,339,339,9068305,964422878214404,0,2,6,1,0,37928,NULL,,3/24/2023,03-24-2023 22:39:25-05:00,03-24-2023 04:11:47-05:00,03-24-2023 15:23:25-05:00,12288,419,0,0,0,1733.33,111,0,0,,,,,,,,,453.29,3248.04,38,03-24-2023 10:55:58-05:00,0,0
340020,340,340,3629745,379147895820334,1,2,5,1,0,11646,NULL,,3/20/2023,03-20-2023 17:29:10-05:00,03-20-2023 17:00:35-05:00,03-20-2023 13:46:40-05:00,12288,9,0,0,0,31.52,21,0,0,,,,,,,,,72.78,187.02,7,03-20-2023 22:24:59-05:00,0,0
340046,342,342,3629745,835663141066451,1,2,2,1,0,93951,NULL,,3/24/2023,03-24-2023 23:39:04-05:00,03-24-2023 11:12:01-05:00,03-24-2023 21:00:12-05:00,12288,15,0,0,0,600,15,0,0,,,,,,,,,57,59.85,1,03-24-2023 21:27:15-05:00,0,0
340007,344,344,3629745,601952148615877,0,2,2,1,0,36635,NULL,,3/27/2023,03-27-2023 05:16:08-05:00,03-27-2023 00:12:46-05:00,03-27-2023 11:52:06-05:00,12288,15,0,0,0,527,15,0,0,,,,,,,,,542.88,628.2,2,03-27-2023 17:44:05-05:00,0,0
410081,345,345,4977635,924525022478361,1,2,5,1,1,98677,NULL,,3/14/2023,03-14-2023 03:14:13-05:00,03-14-2023 05:56:20-05:00,03-14-2023 05:05:30-05:00,12288,1,0,0,0,-79.95,0,0,0,,,,,,,,,0,0,0,03-14-2023 05:53:15-05:00,0,0
340005,346,346,4977635,585055306140118,0,2,5,1,1,82028,NULL,,3/27/2023,03-27-2023 16:35:41-05:00,03-27-2023 21:29:55-05:00,03-27-2023 23:07:38-05:00,12288,6,0,0,0,1007.7,72,0,0,,,,,,,,,1007.7,1415.28,6,03-27-2023 11:17:28-05:00,0,0
340024,347,347,4977635,160015141350582,0,2,5,1,1,74650,NULL,,3/27/2023,03-27-2023 12:41:18-05:00,03-27-2023 14:24:15-05:00,03-27-2023 22:29:48-05:00,12288,1,0,0,0,87.95,12,0,0,,,,,,,,,87.95,119.88,1,03-27-2023 17:13:01-05:00,0,0
410060,348,348,4977635,347713394221961,0,2,5,1,1,79196,NULL,,3/27/2023,03-27-2023 19:41:31-05:00,03-27-2023 13:08:16-05:00,03-27-2023 06:03:00-05:00,12288,38,0,0,0,3092.68,234,0,0,,,,,,,,,2855.51,5386.86,35,03-27-2023 09:10:50-05:00,0,0
340027,349,349,4977635,865483900780033,1,2,5,1,1,10732,NULL,,3/27/2023,03-27-2023 15:52:36-05:00,03-27-2023 01:11:04-05:00,03-27-2023 21:38:29-05:00,12288,1,0,0,0,-79.95,0,0,0,,,,,,,,,0,0,0,03-27-2023 09:51:34-05:00,0,0
410075,350,350,3629745,953250378204515,0,2,2,1,0,65347,NULL,,3/28/2023,03-28-2023 08:12:11-05:00,03-28-2023 22:02:06-05:00,03-28-2023 18:26:38-05:00,12288,15,0,0,0,527,15,0,0,,,,,,,,,519.12,628.2,2,03-28-2023 01:53:36-05:00,0,0
340031,351,351,3629745,443184176037801,1,2,2,1,0,56802,NULL,,3/28/2023,03-28-2023 15:17:59-05:00,03-28-2023 01:33:13-05:00,03-28-2023 05:21:24-05:00,12288,15,0,0,0,527,15,0,0,,,,,,,,,60.75,59.85,1,03-28-2023 02:27:30-05:00,0,0
340047,352,352,5963353,593479057306937,0,2,6,1,0,56248,NULL,,3/28/2023,03-28-2023 13:00:07-05:00,03-28-2023 21:27:45-05:00,03-28-2023 17:26:07-05:00,12296,241,0,0,0,3470.88,243,0,0,,,,,,,,,3516.17,6332.14,67,03-28-2023 07:18:20-05:00,0,0
340018,353,353,9068305,318233247437212,0,2,6,1,0,89858,NULL,,3/28/2023,03-28-2023 08:56:36-05:00,03-28-2023 19:15:40-05:00,03-28-2023 09:39:46-05:00,12288,453,0,0,0,2006.21,86,0,0,,,,,,,,,418.89,2907.04,39,03-28-2023 07:08:38-05:00,0,0
340039,354,354,5963353,768286215949161,1,2,6,1,0,76438,NULL,,3/28/2023,03-28-2023 00:45:39-05:00,03-28-2023 17:17:15-05:00,03-28-2023 09:59:55-05:00,12296,26,0,0,0,-185.95,29,0,0,,,,,,,,,206.8,203.68,9,03-28-2023 09:11:12-05:00,0,0
340044,357,357,3629745,716649678196782,0,3,2,1,0,73295,NULL,,3/29/2023,03-29-2023 13:18:53-05:00,03-29-2023 03:56:24-05:00,03-29-2023 11:49:47-05:00,12288,15,0,0,0,60000,1000,0,0,,,,,,,,,34080,41880,1,03-29-2023 10:22:13-05:00,0,0
340013,358,358,3629745,646555440991218,0,2,2,1,0,41536,NULL,,3/29/2023,03-29-2023 01:57:41-05:00,03-29-2023 01:50:58-05:00,03-29-2023 00:33:58-05:00,12288,15,0,0,0,600,15,0,0,,,,,,,,,519.12,628.2,2,03-29-2023 09:17:13-05:00,0,0
340026,359,359,3629745,736717596082149,1,2,2,1,0,19669,NULL,,3/29/2023,03-29-2023 10:46:01-05:00,03-29-2023 19:07:10-05:00,03-29-2023 03:31:34-05:00,12288,15,0,0,0,600,15,0,0,,,,,,,,,43.26,52.35,2,03-29-2023 18:40:10-05:00,0,0
410090,360,360,1771394,477527573772767,0,2,5,1,0,27092,NULL,,3/9/2023,03-09-2023 02:26:29-05:00,03-09-2023 09:32:00-05:00,03-09-2023 20:53:32-05:00,12290,66,0,0,0,185.82,66,0,0,,,,,,,,,181.02,266.34,5,03-09-2023 17:48:30-05:00,0,0
410061,365,365,1771394,918056552270321,0,2,5,1,0,95515,NULL,,3/9/2023,03-09-2023 15:05:10-05:00,03-09-2023 12:31:14-05:00,03-09-2023 04:47:41-05:00,12290,44,0,0,0,152.28,42,0,0,,,,,,,,,144.84,222.18,4,03-09-2023 21:56:41-05:00,0,0
410086,367,367,7268518,821705992793542,0,2,5,1,0,58723,NULL,,3/14/2023,03-14-2023 13:10:32-05:00,03-14-2023 10:21:56-05:00,03-14-2023 21:54:43-05:00,12290,152,0,0,0,610.27,152,0,0,,,,,,,,,601.67,1153.08,35,03-14-2023 15:57:50-05:00,0,0
410097,369,369,7268518,425546170952707,0,2,5,1,0,90345,NULL,,3/28/2023,03-28-2023 00:35:45-05:00,03-28-2023 20:22:28-05:00,03-28-2023 00:23:01-05:00,12290,292,0,0,0,1002.36,289,0,0,,,,,,,,,995.91,1539.53,36,03-28-2023 18:03:38-05:00,0,0
410054,370,370,8906380,836389902599844,0,2,5,1,0,46479,NULL,,3/7/2023,03-07-2023 14:13:33-05:00,03-07-2023 07:54:16-05:00,03-07-2023 09:20:52-05:00,12290,166.4,0,0,0,968.18,166.4,0,0,,,,,,,,,969.9,662.59,23,03-07-2023 11:52:56-05:00,0,0
340041,374,374,9068305,598071940207946,0,2,6,1,0,31192,NULL,,3/30/2023,03-30-2023 08:22:20-05:00,03-30-2023 21:32:19-05:00,03-30-2023 12:28:03-05:00,12288,791,0,0,0,3188.73,759,0,0,,,,,,,,,2979.61,18679.1,48,03-30-2023 02:07:40-05:00,0,0
410095,375,375,3553315,365176715478349,0,2,6,1,0,69884,NULL,,3/30/2023,03-30-2023 22:38:13-05:00,03-30-2023 14:20:45-05:00,03-30-2023 05:40:48-05:00,12296,751,0,0,0,13276.07,713,0,0,,,,,,,,,11017.59,18313.96,115,03-30-2023 02:39:11-05:00,0,0
340001,376,376,4977635,651868571934060,0,2,5,1,1,58617,NULL,,3/23/2023,03-23-2023 10:34:19-05:00,03-23-2023 15:32:09-05:00,03-23-2023 23:43:56-05:00,12288,42,0,0,0,2497.11,210,0,0,,,,,,,,,2289.58,10203.48,30,03-23-2023 00:34:34-05:00,0,0
410068,377,377,5963353,712332849238180,0,2,6,1,0,13316,NULL,,3/30/2023,03-30-2023 17:13:04-05:00,03-30-2023 17:20:18-05:00,03-30-2023 00:40:12-05:00,12296,577,0,0,0,8840.23,282,0,0,,,,,,,,,4356.04,15253.45,147,03-30-2023 02:45:59-05:00,0,0
340008,378,378,5963353,734815912740751,1,2,6,1,0,28883,NULL,,3/30/2023,03-30-2023 16:58:27-05:00,03-30-2023 06:10:22-05:00,03-30-2023 15:07:16-05:00,12296,55,0,0,0,-575.91,12,0,0,,,,,,,,,93.9,71.88,16,03-30-2023 09:07:33-05:00,0,0
340037,380,380,8496946,532769245803890,0,2,5,1,0,82497,NULL,,4/2/2023,04-02-2023 14:42:53-05:00,04-02-2023 11:38:22-05:00,04-02-2023 07:30:14-05:00,12292,357,0,0,0,1829.31,345,0,0,,,,,,,,,1743.58,15205.18,126,04-02-2023 08:55:47-05:00,0,0
340004,383,383,3081290,941295860854602,0,2,5,1,1,62017,NULL,,3/23/2023,03-23-2023 13:36:37-05:00,03-23-2023 02:55:19-05:00,03-23-2023 15:23:59-05:00,12288,28,0,0,0,739.74,26,0,0,,,,,,,,,439.74,457.74,5,03-23-2023 23:43:54-05:00,0,0
340036,384,384,9179773,124045353174215,0,2,5,0,0,74388,NULL,,3/19/2023,03-19-2023 23:45:06-05:00,03-19-2023 05:17:16-05:00,03-19-2023 04:29:26-05:00,12289,92,0,0,0,951.36,92,0,0,,,,,,,,,960.91,2322.17,23,03-19-2023 20:49:08-05:00,0,0
410059,385,385,9179773,742864472253165,0,2,5,0,0,11369,NULL,,3/19/2023,03-19-2023 00:52:44-05:00,03-19-2023 03:09:58-05:00,03-19-2023 09:56:29-05:00,12289,78,0,0,0,171.95,78,0,0,,,,,,,,,173.69,2343.1,16,03-19-2023 10:04:45-05:00,0,0
410056,387,387,1771394,958872813149184,0,2,5,1,0,48688,NULL,,3/23/2023,03-23-2023 02:13:37-05:00,03-23-2023 03:10:55-05:00,03-23-2023 20:25:58-05:00,12290,12,0,0,0,47.52,12,0,0,,,,,,,,,51.72,68.28,1,03-23-2023 16:31:39-05:00,0,0
340006,388,388,3629745,563654497901541,0,2,5,1,0,59494,NULL,,3/19/2023,03-19-2023 19:33:46-05:00,03-19-2023 03:34:51-05:00,03-19-2023 01:09:07-05:00,12288,68,0,0,0,2346.76,45,0,0,,,,,,,,,1293.28,5603.6,38,03-19-2023 10:58:48-05:00,0,0
410066,391,391,7575748,548322977211107,0,2,2,1,0,45053,NULL,,3/30/2023,03-30-2023 11:56:32-05:00,03-30-2023 23:20:37-05:00,03-30-2023 03:23:48-05:00,12288,16,0,0,0,701.4,16,0,0,,,,,,,,,695.14,3909.6,13,03-30-2023 03:21:42-05:00,0,0
340038,392,392,8537770,917786421448581,0,2,1,1,0,70364,NULL,1040,3/30/2023,03-30-2023 00:58:25-05:00,03-30-2023 04:16:46-05:00,03-30-2023 09:53:16-05:00,16384,0,0,0,0,0,246,0,0,,,,,,,,,268.46,0,0,03-30-2023 14:09:26-05:00,0,0
410098,393,393,3629745,742443664262118,0,2,2,1,0,87104,NULL,,4/3/2023,04-03-2023 06:45:34-05:00,04-03-2023 23:00:35-05:00,04-03-2023 10:06:00-05:00,12288,15,0,0,0,527,15,0,0,,,,,,,,,685.44,952.2,2,04-03-2023 06:39:09-05:00,0,0
340023,394,394,3629745,938782123877703,1,2,2,1,0,93648,NULL,,4/3/2023,04-03-2023 06:52:40-05:00,04-03-2023 00:39:40-05:00,04-03-2023 18:17:16-05:00,12288,15,0,0,0,600,15,0,0,,,,,,,,,57.12,79.35,2,04-03-2023 03:30:12-05:00,0,0
