,store_id,invoice_id,supplier_number,invoice_number,return_invoice,status,method,cod,user_id,external_po_number,major_dept_number,invoice_date,delivery_timestamp,check_in_timestamp,final_timestamp,flags,base_total_qty,base_total_net,final_total_qty,final_misc_charge,final_misc_allowance,final_total_net,final_total_retail,num_line_items,i_audit
1851,340001,309,,,,,,,,,12.0,,,,,37,3.0,35.0,3.0,,0.0,14.52,3.49,8,
1852,340001,309,,,,,,,,,12.0,,,,,37,1.0,70.0,1.0,,0.0,36.7188,1.99,9,
1853,340001,309,,,,,,,,,12.0,,,,,37,2.0,70.0,2.0,,0.0,36.7188,1.99,10,
1854,340001,309,,,,,,,,,12.0,,,,,37,2.0,70.0,2.0,,0.0,36.7188,1.99,11,
1855,340001,309,,,,,,,,,12.0,,,,,37,1.0,70.0,1.0,,0.0,36.72,1.99,12,
1856,340001,309,,,,,,,,,12.0,,,,,37,1.0,70.0,1.0,,0.0,36.72,1.99,13,
1857,340001,309,,,,,,,,,12.0,,,,,293,1.0,70.0,24.0,,33.28,70.0,0.0,14,
1858,340001,309,,,,,,,,,12.0,,,,,37,1.0,70.0,1.0,,0.0,31.2,89.9,15,
1859,340001,309,,,,,,,,,12.0,,,,,37,3.0,41.0,3.0,,0.0,19.44,1.69,16,
1860,340001,309,,,,,,,,,12.0,,,,,37,1.0,41.0,1.0,,0.0,19.44,1.69,17,
1861,340001,309,,,,,,,,,12.0,,,,,37,1.0,41.0,1.0,,0.0,19.44,1.69,18,
1862,340001,309,,,,,,,,,12.0,,,,,37,1.0,41.0,1.0,,0.0,19.44,1.69,19,
1863,340001,309,,,,,,,,,12.0,,,,,37,2.0,41.0,2.0,,0.0,19.44,1.69,20,
1864,340001,309,,,,,,,,,12.0,,,,,37,1.0,41.0,1.0,,0.0,19.44,1.69,21,
1865,340001,309,,,,,,,,,12.0,,,,,37,1.0,41.0,1.0,,0.0,19.44,1.69,22,
1866,340001,309,,,,,,,,,12.0,,,,,37,1.0,41.0,1.0,,0.0,19.44,1.69,23,
1867,340001,309,,,,,,,,,12.0,,,,,37,10.0,28.0,10.0,,0.0,4.25,5.19,24,
1868,340001,309,,,,,,,,,12.0,,,,,37,2.0,38.0,2.0,,0.0,18.9,5.49,25,
1869,340001,309,,,,,,,,,12.0,,,,,37,1.0,38.0,1.0,,0.0,18.9,5.49,26,
1870,340001,309,,,,,,,,,12.0,,,,,37,1.0,38.0,1.0,,0.0,18.9,5.49,27,
1871,340001,309,,,,,,,,,12.0,,,,,37,2.0,30.0,2.0,,0.0,13.9,5.49,28,
1872,340001,309,,,,,,,,,12.0,,,,,37,3.0,30.0,3.0,,0.0,13.9,5.49,29,
1873,340001,309,,,,,,,,,12.0,,,,,37,6.0,30.0,6.0,,0.0,13.9,5.49,30,
1874,340001,309,,,,,,,,,12.0,,,,,37,3.0,30.0,3.0,,0.0,13.9,5.49,31,
1875,340001,309,,,,,,,,,12.0,,,,,37,2.0,30.0,2.0,,0.0,13.9,5.49,32,
1876,340001,309,,,,,,,,,12.0,,,,,37,3.0,30.0,3.0,,0.0,13.9,79.9,33,
1877,340001,309,,,,,,,,,12.0,,,,,37,2.0,30.0,2.0,,0.0,13.9,79.9,34,
1878,340001,309,,,,,,,,,12.0,,,,,293,4.0,25.0,1.0,,11.1,25.0,0.0,35,
1879,340001,309,,,,,,,,,12.0,,,,,293,4.0,25.0,1.0,,11.1,25.0,0.0,36,
1880,340001,309,,,,,,,,,12.0,,,,,37,1.0,23.0,1.0,,0.0,9.9,3.99,37,
1881,340001,309,,,,,,,,,12.0,,,,,37,4.0,23.0,4.0,,0.0,9.9,3.99,38,
1882,340001,309,,,,,,,,,12.0,,,,,37,4.0,23.0,4.0,,0.0,9.9,3.99,39,
1883,340001,309,,,,,,,,,12.0,,,,,37,3.0,23.0,3.0,,0.0,9.9,3.99,40,
1884,340001,309,,,,,,,,,12.0,,,,,37,5.0,23.0,5.0,,0.0,9.9,3.99,41,
1885,340001,309,,,,,,,,,12.0,,,,,37,5.0,23.0,5.0,,0.0,9.9,3.99,42,
1886,340001,309,,,,,,,,,12.0,,,,,37,2.0,23.0,2.0,,0.0,9.9,3.99,43,
1887,340001,309,,,,,,,,,12.0,,,,,37,2.0,37.0,2.0,,0.0,10.18,119.9,44,
1888,340001,309,,,,,,,,,12.0,,,,,37,1.0,35.0,1.0,,0.0,12.16,7.29,45,
1889,340001,309,,,,,,,,,12.0,,,,,37,1.0,35.0,1.0,,0.0,12.16,79.9,46,
1890,340001,309,,,,,,,,,12.0,,,,,37,1.0,60.0,1.0,,0.0,19.3196,24.9,47,
1891,340001,309,,,,,,,,,12.0,,,,,37,1.0,60.0,1.0,,0.0,19.3196,24.9,48,
1892,340001,309,,,,,,,,,12.0,,,,,293,1.0,60.0,1.0,,40.67,60.0,0.0,49,
1893,340001,309,,,,,,,,,12.0,,,,,37,5.0,44.0,5.0,,0.0,16.0,4.99,50,
1894,340001,309,,,,,,,,,12.0,,,,,37,6.0,44.0,6.0,,0.0,16.0,4.99,51,
1895,340001,309,,,,,,,,,12.0,,,,,37,2.0,44.0,2.0,,0.0,16.0,4.99,52,
1896,340001,309,,,,,,,,,12.0,,,,,37,6.0,44.0,6.0,,0.0,16.0,4.99,53,
1897,340001,309,,,,,,,,,12.0,,,,,37,15.0,44.0,15.0,,0.0,16.0,4.99,54,
1898,340001,309,,,,,,,,,12.0,,,,,37,10.0,44.0,10.0,,0.0,16.0,4.99,55,
1899,340001,309,,,,,,,,,12.0,,,,,37,2.0,44.0,2.0,,0.0,16.0,4.99,56,
1900,340001,309,,,,,,,,,12.0,,,,,37,1.0,44.0,1.0,,0.0,16.0,4.99,57,
1901,340001,309,,,,,,,,,12.0,,,,,37,2.0,44.0,2.0,,0.0,16.0,4.99,58,
1902,340001,309,,,,,,,,,12.0,,,,,37,1.0,44.0,1.0,,0.0,16.0,54.9,59,
1903,340001,309,,,,,,,,,12.0,,,,,37,2.0,37.0,2.0,,0.0,11.44,5.49,60,
1904,340001,309,,,,,,,,,12.0,,,,,37,3.0,37.0,3.0,,0.0,11.44,5.49,61,
1905,340001,309,,,,,,,,,12.0,,,,,37,1.0,35.0,1.0,,0.0,13.36,24.9,62,
1906,340001,309,,,,,,,,,12.0,,,,,37,1.0,30.0,1.0,,0.0,17.67,2.39,63,
1907,340001,309,,,,,,,,,12.0,,,,,37,1.0,30.0,1.0,,0.0,17.67,2.39,64,
1908,340001,309,,,,,,,,,12.0,,,,,37,1.0,30.0,1.0,,0.0,17.67,2.39,65,
1909,340001,309,,,,,,,,,12.0,,,,,37,1.0,30.0,1.0,,0.0,17.67,24.9,66,
1910,340001,309,,,,,,,,,12.0,,,,,37,1.0,30.0,1.0,,0.0,17.67,24.9,67,
1075,340001,359,3629745.0,3241297968090         ,True,2.0,2.0,False,58617     ,NULL                  ,,2023-03-29,2023-03-29 02:52:08-04:00,2023-03-29 07:06:06-04:00,2023-03-29 11:08:27-04:00,12288,15.0,600.0,15.0,0.0,0.0,43.26,52.35,2,False
2215,340001,359,,,,,,,,,60.0,,,,,257,12.0,36.24,12.0,,2.16,36.24,3.49,1,
2216,340001,359,,,,,,,,,60.0,,,,,257,3.0,38.88,3.0,,2.16,38.88,3.49,2,
575,340001,369,7268518.0,706963564663396       ,False,2.0,5.0,False,58617     ,NULL                  ,,2023-03-28,2023-03-28 07:09:55-04:00,2023-03-28 12:10:21-04:00,2023-03-28 05:31:06-04:00,12290,292.0,1002.36,289.0,0.0,0.0,995.91,1539.53,36,False
2261,340001,369,,,,,,,,,52.0,,,,,293,3.0,2.15,0.0,,0.0,2.15,3.59,1,
2262,340001,369,,,,,,,,,52.0,,,,,37,6.0,2.4,6.0,,0.0,2.4,2.19,2,
2263,340001,369,,,,,,,,,52.0,,,,,37,12.0,4.31,12.0,,0.0,4.31,4.49,3,
2264,340001,369,,,,,,,,,52.0,,,,,37,9.0,3.0,9.0,,0.0,3.0,4.99,4,
2265,340001,369,,,,,,,,,52.0,,,,,37,2.0,4.44,2.0,,0.0,4.44,7.99,5,
2266,340001,369,,,,,,,,,52.0,,,,,37,4.0,4.13,4.0,,0.0,4.13,9.99,6,
2267,340001,369,,,,,,,,,52.0,,,,,37,6.0,2.4,6.0,,0.0,2.4,5.29,7,
2268,340001,369,,,,,,,,,52.0,,,,,37,6.0,1.41,6.0,,0.0,1.41,3.99,8,
2269,340001,369,,,,,,,,,52.0,,,,,37,9.0,1.93,9.0,,0.0,1.93,3.99,9,
2270,340001,369,,,,,,,,,52.0,,,,,37,3.0,2.4,3.0,,0.0,2.4,5.29,10,
2271,340001,369,,,,,,,,,52.0,,,,,37,2.0,4.13,2.0,,0.0,4.13,9.99,11,
2272,340001,369,,,,,,,,,52.0,,,,,37,12.0,1.91,12.0,,0.0,1.91,4.49,12,
2273,340001,369,,,,,,,,,52.0,,,,,37,6.0,2.13,6.0,,0.0,2.13,4.19,13,
2274,340001,369,,,,,,,,,52.0,,,,,37,3.0,1.86,3.0,,0.0,1.86,4.49,14,
2275,340001,369,,,,,,,,,52.0,,,,,37,3.0,10.62,3.0,,1.55,12.17,18.49,15,
2276,340001,369,,,,,,,,,52.0,,,,,37,6.0,5.3,6.0,,0.0,5.3,6.59,16,
2277,340001,369,,,,,,,,,52.0,,,,,37,3.0,2.32,3.0,,0.0,2.32,3.99,17,
2278,340001,369,,,,,,,,,52.0,,,,,37,6.0,3.84,6.0,,0.0,3.84,6.49,18,
2279,340001,369,,,,,,,,,52.0,,,,,37,6.0,1.94,6.0,,0.0,1.94,3.79,19,
2280,340001,369,,,,,,,,,52.0,,,,,37,3.0,3.4,3.0,,0.0,3.4,5.99,20,
2281,340001,369,,,,,,,,,52.0,,,,,37,3.0,5.78,3.0,,0.0,5.78,8.49,21,
2282,340001,369,,,,,,,,,52.0,,,,,37,3.0,6.8,3.0,,0.0,6.8,9.79,22,
2283,340001,369,,,,,,,,,52.0,,,,,37,25.0,1.46,25.0,,0.0,1.46,2.49,23,
2284,340001,369,,,,,,,,,52.0,,,,,37,100.0,3.41,100.0,,0.0,3.41,4.59,24,
2285,340001,369,,,,,,,,,52.0,,,,,37,20.0,3.6,20.0,,0.0,3.6,5.19,25,
2286,340001,369,,,,,,,,,52.0,,,,,37,2.0,4.79,2.0,,0.0,4.79,9.99,26,
2287,340001,369,,,,,,,,,52.0,,,,,37,2.0,4.79,2.0,,0.0,4.79,9.99,27,
2288,340001,369,,,,,,,,,52.0,,,,,37,3.0,3.24,3.0,,0.0,3.24,3.99,28,
2289,340001,369,,,,,,,,,52.0,,,,,37,3.0,10.65,3.0,,0.0,10.65,15.99,29,
2290,340001,369,,,,,,,,,52.0,,,,,37,2.0,6.73,2.0,,0.0,6.73,10.49,30,
2291,340001,369,,,,,,,,,52.0,,,,,37,2.0,9.78,2.0,,0.0,9.78,14.99,31,
2292,340001,369,,,,,,,,,52.0,,,,,37,3.0,9.25,3.0,,1.5,10.75,13.23,32,
2293,340001,369,,,,,,,,,52.0,,,,,37,3.0,5.15,3.0,,0.75,5.9,8.79,33,
2294,340001,369,,,,,,,,,52.0,,,,,37,6.0,2.85,6.0,,0.0,2.85,4.69,34,
2295,340001,369,,,,,,,,,52.0,,,,,37,2.0,5.15,2.0,,0.9,6.05,9.59,35,
2296,340001,369,,,,,,,,,52.0,,,,,37,3.0,4.41,3.0,,0.0,4.41,6.99,36,
75,340001,376,4977635.0,651868571934060       ,False,2.0,5.0,True,58617     ,NULL                  ,,2023-03-23,2023-03-23 11:34:19-04:00,2023-03-23 16:32:09-04:00,2023-03-24 00:43:56-04:00,12288,42.0,2497.11,210.0,0.0,0.0,2289.58,10203.48,30,False
2483,340001,376,,,,,,,,,43.0,,,,,293,1.0,63.97,6.0,,4.0,63.97,10.99,1,
2484,340001,376,,,,,,,,,43.0,,,,,293,1.0,184.5,12.0,,36.9,184.5,8.99,2,
2485,340001,376,,,,,,,,,43.0,,,,,293,1.0,79.95,12.0,,16.0,79.95,7.99,3,
2486,340001,376,,,,,,,,,43.0,,,,,293,1.0,71.95,12.0,,8.0,71.95,5.99,4,
2487,340001,376,,,,,,,,,43.0,,,,,293,1.0,119.95,12.0,,48.0,119.95,8.99,5,
2488,340001,376,,,,,,,,,43.0,,,,,293,1.0,58.46,1.0,,9.0,58.46,99.9,6,
2489,340001,376,,,,,,,,,43.0,,,,,293,1.0,58.46,1.0,,9.0,58.46,8.99,7,
2490,340001,376,,,,,,,,,43.0,,,,,293,1.0,119.95,12.0,,40.0,119.95,9.99,8,
2491,340001,376,,,,,,,,,43.0,,,,,293,1.0,119.95,12.0,,56.0,119.95,7.99,9,
2492,340001,376,,,,,,,,,43.0,,,,,293,1.0,167.95,12.0,,72.0,167.95,10.99,10,
2493,340001,376,,,,,,,,,43.0,,,,,293,2.0,71.95,24.0,,8.0,71.95,5.99,11,
2494,340001,376,,,,,,,,,43.0,,,,,293,1.0,119.95,12.0,,56.0,119.95,7.99,12,
2495,340001,376,,,,,,,,,43.0,,,,,293,12.0,52.5,12.0,,13.51,52.5,229.9,13,
2496,340001,376,,,,,,,,,43.0,,,,,293,1.0,199.95,12.0,,112.0,199.95,9.99,14,
2497,340001,376,,,,,,,,,43.0,,,,,293,1.0,41.3,0.0,,0.0,41.3,134.9,15,
2498,340001,376,,,,,,,,,43.0,,,,,293,1.0,207.95,12.0,,48.0,207.95,17.99,16,
2499,340001,376,,,,,,,,,43.0,,,,,293,1.0,55.95,1.0,,16.0,55.95,100.0,17,
2500,340001,376,,,,,,,,,43.0,,,,,293,1.0,64.52,0.0,,19.56,64.52,0.0,18,
2501,340001,376,,,,,,,,,43.0,,,,,293,1.0,55.95,1.0,,16.0,55.95,4.99,19,
2502,340001,376,,,,,,,,,43.0,,,,,293,1.0,59.95,1.0,,4.62,59.95,99.9,20,
2503,340001,376,,,,,,,,,43.0,,,,,293,1.0,19.48,1.0,,0.0,19.48,8.99,21,
2504,340001,376,,,,,,,,,43.0,,,,,293,1.0,53.31,4.0,,8.0,53.31,15.99,22,
2505,340001,376,,,,,,,,,43.0,,,,,293,1.0,79.95,12.0,,0.0,79.95,9.99,23,
2506,340001,376,,,,,,,,,43.0,,,,,293,1.0,41.3,0.0,,0.0,41.3,0.0,24,
2507,340001,376,,,,,,,,,43.0,,,,,293,1.0,71.97,6.0,,28.0,71.97,9.99,25,
2508,340001,376,,,,,,,,,43.0,,,,,293,1.0,119.95,1.0,,40.0,119.95,8.99,26,
2509,340001,376,,,,,,,,,43.0,,,,,293,1.0,63.97,6.0,,16.0,63.97,119.9,27,
2510,340001,376,,,,,,,,,43.0,,,,,293,1.0,111.97,0.0,,32.0,111.97,0.0,28,
2511,340001,376,,,,,,,,,43.0,,,,,293,1.0,191.95,12.0,,80.0,191.95,13.99,29,
2512,340001,376,,,,,,,,,43.0,,,,,293,1.0,71.95,1.0,,0.0,71.95,8.99,30,
1375,340001,443,3629745.0,9788193107469         ,False,2.0,2.0,False,58617     ,NULL                  ,,2023-04-02,2023-04-02 23:41:12-04:00,2023-04-02 09:02:12-04:00,2023-04-02 11:11:34-04:00,12288,24.0,600.0,24.0,0.0,0.0,1023.84,1437.12,2,False
4029,340001,443,,,,,,,,,60.0,,,,,257,12.0,48.6,12.0,,0.0,48.6,5.49,1,
4030,340001,443,,,,,,,,,60.0,,,,,257,12.0,38.88,12.0,,2.16,38.88,4.49,2,
875,340001,448,9179773.0,517311731808759       ,False,2.0,5.0,False,,NULL                  ,,2023-03-03,2023-03-03 04:11:52-05:00,2023-03-03 03:15:13-05:00,2023-03-03 10:42:44-05:00,12289,4.0,14.69,4.0,0.0,0.0,14.84,24.0,2,False
4035,340001,448,,,,,,,,,56.0,,,,,36,2.0,3.72,2.0,,0.0,3.72,6.0,1,
4036,340001,448,,,,,,,,,56.0,,,,,36,2.0,3.7,2.0,,0.0,3.7,6.0,2,
375,340001,453,7214282.0,952114682860666       ,True,2.0,5.0,False,58617     ,NULL                  ,,2023-03-31,2023-03-31 22:32:19-04:00,2023-03-31 15:42:47-04:00,2023-03-31 07:30:26-04:00,12288,0.0,0.0,2.0,0.0,0.0,16.4,19.98,1,False
4080,340001,453,,,,,,,,,13.0,,,,,257,0.0,0.0,2.0,,0.0,8.2,9.99,1,
1175,340001,527,9179773.0,6176497269593         ,False,2.0,5.0,False,,NULL                  ,,2023-04-22,2023-04-22 12:26:24-04:00,2023-04-22 07:42:07-04:00,2023-04-22 04:15:43-04:00,12289,158.0,718.12,158.0,0.0,0.0,723.57,1021.61,40,False
4758,340001,527,,,,,,,,,57.0,,,,,36,1.0,3.85,1.0,,0.0,3.85,3.99,1,
4759,340001,527,,,,,,,,,57.0,,,,,36,10.0,3.7,10.0,,0.0,3.7,3.99,2,
4760,340001,527,,,,,,,,,57.0,,,,,36,2.0,3.1,2.0,,0.0,3.1,4.29,3,
4761,340001,527,,,,,,,,,57.0,,,,,36,2.0,3.26,2.0,,0.0,3.26,4.59,4,
4762,340001,527,,,,,,,,,57.0,,,,,36,1.0,2.91,1.0,,0.0,2.91,4.29,5,
4763,340001,527,,,,,,,,,57.0,,,,,36,1.0,2.15,1.0,,0.0,2.15,3.29,6,
4764,340001,527,,,,,,,,,57.0,,,,,36,1.0,2.82,1.0,,0.0,2.82,3.99,7,
4765,340001,527,,,,,,,,,57.0,,,,,36,1.0,3.08,1.0,,0.0,3.08,4.29,8,
4766,340001,527,,,,,,,,,57.0,,,,,36,2.0,9.95,2.0,,0.0,9.95,12.99,9,
4767,340001,527,,,,,,,,,57.0,,,,,36,1.0,8.02,1.0,,0.0,8.02,12.99,10,
4768,340001,527,,,,,,,,,57.0,,,,,36,2.0,2.35,2.0,,0.0,2.35,3.49,11,
4769,340001,527,,,,,,,,,57.0,,,,,36,2.0,1.97,2.0,,0.0,1.97,2.79,12,
4770,340001,527,,,,,,,,,57.0,,,,,36,3.0,1.72,3.0,,0.0,1.72,2.99,13,
4771,340001,527,,,,,,,,,57.0,,,,,36,1.0,1.75,1.0,,0.0,1.75,2.99,14,
4772,340001,527,,,,,,,,,57.0,,,,,36,1.0,2.55,1.0,,0.0,2.55,3.99,15,
4773,340001,527,,,,,,,,,57.0,,,,,36,1.0,1.74,1.0,,0.0,1.74,3.49,16,
4774,340001,527,,,,,,,,,57.0,,,,,36,2.0,4.0,2.0,,0.0,4.0,5.99,17,
4775,340001,527,,,,,,,,,57.0,,,,,36,1.0,2.04,1.0,,0.0,2.04,3.49,18,
4776,340001,527,,,,,,,,,57.0,,,,,36,2.0,3.2,2.0,,0.0,3.2,4.99,19,
4777,340001,527,,,,,,,,,57.0,,,,,36,3.0,6.8,3.0,,0.0,6.8,10.49,20,
4778,340001,527,,,,,,,,,57.0,,,,,36,2.0,7.58,2.0,,0.0,7.58,10.99,21,
4779,340001,527,,,,,,,,,57.0,,,,,36,4.0,15.92,4.0,,0.0,15.92,22.99,22,
4780,340001,527,,,,,,,,,57.0,,,,,36,2.0,18.39,2.0,,0.0,18.39,24.99,23,
4781,340001,527,,,,,,,,,57.0,,,,,36,6.0,7.17,6.0,,0.0,6.87,10.0,24,
4782,340001,527,,,,,,,,,57.0,,,,,36,10.0,7.13,10.0,,0.0,7.13,10.0,25,
4783,340001,527,,,,,,,,,57.0,,,,,36,4.0,6.24,4.0,,0.0,6.24,10.0,26,
4784,340001,527,,,,,,,,,57.0,,,,,36,20.0,3.64,20.0,,0.0,3.64,5.0,27,
4785,340001,527,,,,,,,,,57.0,,,,,36,9.0,3.61,9.0,,0.0,3.61,5.0,28,
4786,340001,527,,,,,,,,,57.0,,,,,36,18.0,3.26,18.0,,0.0,3.26,5.0,29,
4787,340001,527,,,,,,,,,57.0,,,,,36,22.0,3.94,22.0,,0.0,3.94,5.0,30,
4788,340001,527,,,,,,,,,57.0,,,,,36,2.0,6.91,2.0,,0.0,6.91,11.99,31,
4789,340001,527,,,,,,,,,57.0,,,,,36,3.0,2.65,3.0,,0.0,2.65,3.99,32,
4790,340001,527,,,,,,,,,57.0,,,,,36,2.0,2.64,2.0,,0.0,2.64,3.99,33,
4791,340001,527,,,,,,,,,57.0,,,,,36,2.0,4.2,2.0,,0.0,4.2,5.99,34,
4792,340001,527,,,,,,,,,57.0,,,,,36,1.0,4.56,1.0,,0.0,4.56,5.99,35,
4793,340001,527,,,,,,,,,57.0,,,,,36,3.0,2.8,3.0,,0.0,2.8,3.99,36,
4794,340001,527,,,,,,,,,57.0,,,,,36,2.0,3.15,2.0,,0.0,3.15,4.99,37,
4795,340001,527,,,,,,,,,57.0,,,,,36,2.0,2.53,2.0,,0.0,2.53,3.99,38,
4796,340001,527,,,,,,,,,57.0,,,,,36,3.0,2.68,3.0,,0.0,2.68,3.99,39,
4797,340001,527,,,,,,,,,57.0,,,,,36,1.0,2.88,1.0,,0.0,2.88,3.49,40,
675,340001,531,9179773.0,765089125512953       ,False,2.0,5.0,False,,NULL                  ,,2023-03-19,2023-03-19 11:50:00-04:00,2023-03-19 04:17:02-04:00,2023-03-19 05:12:10-04:00,12289,92.0,951.36,92.0,0.0,0.0,960.97,1330.35,23,False
4838,340001,531,,,,,,,,,56.0,,,,,36,2.0,14.66,2.0,,0.0,14.66,19.99,1,
4839,340001,531,,,,,,,,,56.0,,,,,36,2.0,15.36,2.0,,0.0,15.36,19.99,2,
4840,340001,531,,,,,,,,,56.0,,,,,36,4.0,18.52,4.0,,0.0,18.52,19.99,3,
4841,340001,531,,,,,,,,,56.0,,,,,36,1.0,20.21,1.0,,0.0,20.21,7.99,4,
4842,340001,531,,,,,,,,,56.0,,,,,36,4.0,3.5,4.0,,0.0,3.5,4.99,5,
4843,340001,531,,,,,,,,,56.0,,,,,36,6.0,3.0,6.0,,0.0,3.0,4.99,6,
4844,340001,531,,,,,,,,,56.0,,,,,36,8.0,3.25,8.0,,0.0,3.25,4.99,7,
4845,340001,531,,,,,,,,,56.0,,,,,36,8.0,25.79,8.0,,0.0,25.79,6.99,8,
4846,340001,531,,,,,,,,,56.0,,,,,36,12.0,17.07,12.0,,0.0,17.07,7.99,9,
4847,340001,531,,,,,,,,,56.0,,,,,36,6.0,3.2,6.0,,0.0,3.2,4.99,10,
4848,340001,531,,,,,,,,,56.0,,,,,36,6.0,3.73,6.0,,0.0,3.73,5.99,11,
4849,340001,531,,,,,,,,,56.0,,,,,36,4.0,4.0,4.0,,0.0,4.0,4.99,12,
4850,340001,531,,,,,,,,,56.0,,,,,36,4.0,3.95,4.0,,0.0,3.95,4.99,13,
4851,340001,531,,,,,,,,,56.0,,,,,36,4.0,3.95,4.0,,0.0,3.95,4.99,14,
4852,340001,531,,,,,,,,,56.0,,,,,36,2.0,3.92,2.0,,0.0,3.92,4.99,15,
4853,340001,531,,,,,,,,,56.0,,,,,36,1.0,42.29,1.0,,0.0,42.29,6.99,16,
4854,340001,531,,,,,,,,,56.0,,,,,36,2.0,3.94,2.0,,0.0,3.94,6.0,17,
4855,340001,531,,,,,,,,,56.0,,,,,36,6.0,2.85,6.0,,0.0,2.85,6.0,18,
4856,340001,531,,,,,,,,,56.0,,,,,36,6.0,4.25,6.0,,0.0,4.25,6.0,19,
4857,340001,531,,,,,,,,,56.0,,,,,36,1.0,42.44,1.0,,0.0,42.44,10.99,20,
4858,340001,531,,,,,,,,,56.0,,,,,36,1.0,30.0,1.0,,0.0,30.0,6.99,21,
4859,340001,531,,,,,,,,,56.0,,,,,36,1.0,44.83,1.0,,0.0,44.83,6.99,22,
4860,340001,531,,,,,,,,,56.0,,,,,36,1.0,30.42,1.0,,0.0,30.42,8.99,23,
175,340001,535,3629745.0,679459953790521       ,False,2.0,2.0,False,58617     ,NULL                  ,,2023-04-22,2023-04-22 08:33:33-04:00,2023-04-22 04:32:56-04:00,2023-04-22 11:39:20-04:00,12288,1.0,33.56,12.0,0.0,0.0,466.56,502.56,1,False
4916,340001,535,,,,,,,,,60.0,,,,,257,12.0,38.88,12.0,,0.0,38.88,3.49,1,
1475,340001,638,9179773.0,5667940490213         ,False,2.0,5.0,False,,NULL                  ,,2023-03-19,2023-03-19 12:29:54-04:00,2023-03-19 05:18:16-04:00,2023-03-19 01:44:48-04:00,12289,78.0,171.95,78.0,0.0,0.0,173.69,265.72,16,False
6442,340001,638,,,,,,,,,57.0,,,,,36,4.0,2.55,4.0,,0.0,2.55,2.99,1,
6443,340001,638,,,,,,,,,57.0,,,,,36,4.0,3.92,4.0,,0.0,3.92,3.99,2,
6444,340001,638,,,,,,,,,57.0,,,,,36,4.0,3.1,4.0,,0.0,3.1,4.29,3,
6445,340001,638,,,,,,,,,57.0,,,,,36,11.0,2.74,11.0,,0.0,2.74,3.59,4,
6446,340001,638,,,,,,,,,57.0,,,,,36,1.0,3.26,1.0,,0.0,3.26,4.59,5,
6447,340001,638,,,,,,,,,57.0,,,,,36,2.0,2.15,2.0,,0.0,2.15,3.29,6,
6448,340001,638,,,,,,,,,57.0,,,,,36,1.0,2.35,1.0,,0.0,2.35,3.49,7,
6449,340001,638,,,,,,,,,57.0,,,,,36,1.0,1.97,1.0,,0.0,1.97,2.79,8,
6450,340001,638,,,,,,,,,57.0,,,,,36,5.0,1.72,5.0,,0.0,1.72,2.99,9,
6451,340001,638,,,,,,,,,57.0,,,,,36,4.0,1.75,4.0,,0.0,1.75,2.79,10,
6452,340001,638,,,,,,,,,57.0,,,,,36,5.0,2.55,5.0,,0.0,2.55,3.99,11,
6453,340001,638,,,,,,,,,57.0,,,,,36,8.0,1.86,8.0,,0.0,1.86,3.49,12,
6454,340001,638,,,,,,,,,57.0,,,,,36,6.0,1.74,6.0,,0.0,1.74,3.49,13,
6455,340001,638,,,,,,,,,57.0,,,,,36,2.0,2.4,2.0,,0.0,2.4,3.99,14,
