store_id,invoice_id,line_number,container_id,sku_number,exception,flags,base_qty,final_qty,base_um,final_um,base_pack_qty,final_pack_qty,base_cost,final_cost,base_allowance,final_allowance,billing_price,billing_price_mult,billing_major_dept,billing_dept_number,store_cost,store_allowance
340007,257,18,,7532291606103,0,36.0,1.0,1.0,E,E,1.0,1.0,2.04,2.04,0.0,0.0,34.9,1.0,719.0,57.0,2.04,0.0
340007,257,19,,1643527531405,0,36.0,2.0,2.0,E,E,1.0,1.0,3.2,3.2,0.0,0.0,49.9,1.0,719.0,57.0,3.2,0.0
340007,257,20,,7590959902227,0,36.0,3.0,3.0,E,E,1.0,1.0,6.8,6.8,0.0,0.0,104.9,1.0,719.0,19.0,6.8,0.0
340007,257,21,,6003279668034,0,36.0,2.0,2.0,E,E,1.0,1.0,7.58,7.58,0.0,0.0,109.9,1.0,719.0,19.0,7.58,0.0
340007,257,22,,2314613596834,0,36.0,4.0,4.0,E,E,1.0,1.0,15.92,15.92,0.0,0.0,229.9,1.0,719.0,19.0,15.92,0.0
340007,257,23,,9636836987399,0,36.0,2.0,2.0,E,E,1.0,1.0,18.39,18.39,0.0,0.0,249.9,1.0,719.0,19.0,18.39,0.0
340007,257,24,,6202122886493,0,36.0,6.0,6.0,E,E,1.0,1.0,7.17,7.17,0.0,0.0,100.0,1.0,719.0,57.0,7.17,0.0
340007,257,25,,4780245794976,0,36.0,10.0,10.0,E,E,1.0,1.0,7.13,7.13,0.0,0.0,100.0,1.0,719.0,57.0,7.13,0.0
340007,257,26,,1306982785914,0,36.0,4.0,4.0,E,E,1.0,1.0,6.24,6.24,0.0,0.0,100.0,1.0,719.0,57.0,6.24,0.0
340007,257,27,,8570401892244,0,36.0,20.0,20.0,E,E,1.0,1.0,3.64,3.64,0.0,0.0,50.0,1.0,719.0,19.0,3.64,0.0
340007,257,28,,4889536335466,0,36.0,9.0,9.0,E,E,1.0,1.0,3.61,3.61,0.0,0.0,50.0,1.0,719.0,19.0,3.61,0.0
340007,257,29,,5291229427239,0,36.0,18.0,18.0,E,E,1.0,1.0,3.26,3.26,0.0,0.0,50.0,1.0,719.0,19.0,3.26,0.0
340007,257,30,,5921120797680,0,36.0,22.0,22.0,E,E,1.0,1.0,3.94,3.94,0.0,0.0,50.0,1.0,719.0,19.0,3.94,0.0
340007,257,31,,6472418678358,0,36.0,2.0,2.0,E,E,1.0,1.0,6.91,6.91,0.0,0.0,119.9,1.0,719.0,19.0,6.91,0.0
340007,257,32,,5310143594010,0,36.0,3.0,3.0,E,E,1.0,1.0,2.65,2.65,0.0,0.0,39.9,1.0,719.0,19.0,2.65,0.0
340007,257,33,,7171213470945,0,36.0,2.0,2.0,E,E,1.0,1.0,2.64,2.64,0.0,0.0,39.9,1.0,719.0,19.0,2.64,0.0
340007,257,34,,1817010279991,0,36.0,2.0,2.0,E,E,1.0,1.0,4.2,4.2,0.0,0.0,59.9,1.0,719.0,19.0,4.2,0.0
340007,257,35,,2122271893420,0,36.0,1.0,1.0,E,E,1.0,1.0,4.56,4.56,0.0,0.0,59.9,1.0,719.0,19.0,4.56,0.0
340007,257,36,,7492824672675,0,36.0,3.0,3.0,E,E,1.0,1.0,2.8,2.8,0.0,0.0,39.9,1.0,719.0,19.0,2.8,0.0
340007,257,37,,1625988610087,0,36.0,2.0,2.0,E,E,1.0,1.0,3.15,3.15,0.0,0.0,49.9,1.0,719.0,19.0,3.15,0.0
340007,257,38,,5358965946052,0,36.0,2.0,2.0,E,E,1.0,1.0,2.53,2.53,0.0,0.0,39.9,1.0,719.0,19.0,2.53,0.0
340007,257,39,,3186606716639,0,36.0,3.0,3.0,E,E,1.0,1.0,2.68,2.68,0.0,0.0,39.9,1.0,719.0,19.0,2.68,0.0
340007,257,40,,3807077808395,0,36.0,1.0,1.0,E,E,1.0,1.0,2.88,2.88,0.0,0.0,3.49,1.0,719.0,57.0,2.88,0.0
340018,275,1,,2495877326887,32,293.0,1.0,12.0,C,E,12.0,12.0,159.95,159.95,40.0,40.0,12.99,1.0,143.0,14.0,13.8292,4.0
340005,276,1,,2020594301766,64,293.0,1.0,6.0,C,C,6.0,6.0,32.25,32.25,0.0,0.0,7.99,1.0,143.0,43.0,32.25,0.0
340005,276,2,,3408247697264,32,293.0,1.0,12.0,C,E,12.0,12.0,71.95,71.95,16.0,16.0,5.99,1.0,143.0,14.0,6.4958,1.33
340005,276,3,,9510115672945,32,293.0,1.0,12.0,C,E,12.0,12.0,127.95,127.95,48.0,48.0,9.99,1.0,143.0,14.0,11.1625,4.0
340005,276,4,,1685721400054,32,293.0,1.0,12.0,C,E,12.0,12.0,119.95,119.95,48.0,48.0,7.99,1.0,143.0,14.0,10.4958,4.0
340005,276,5,,9006854362093,64,293.0,1.0,6.0,C,C,6.0,6.0,58.46,58.46,9.0,9.0,8.99,1.0,143.0,43.0,58.46,9.0
340005,276,6,,4778106593956,96,293.0,1.0,6.0,C,E,12.0,12.0,207.95,207.95,80.0,80.0,15.99,1.0,143.0,14.0,17.8291,6.67
340005,276,7,,6071796656242,96,293.0,1.0,6.0,C,E,12.0,12.0,47.95,47.95,0.0,0.0,4.99,1.0,143.0,14.0,3.33,0.0
340005,276,8,,2404322585700,32,293.0,1.0,6.0,C,E,6.0,6.0,71.97,71.97,16.0,16.0,13.99,1.0,143.0,14.0,12.495,2.67
340005,276,9,,6623528859776,32,293.0,1.0,6.0,C,E,6.0,6.0,71.97,71.97,16.0,16.0,139.9,1.0,143.0,14.0,12.495,2.67
340005,276,10,,1212856539191,32,293.0,1.0,6.0,C,E,6.0,6.0,71.97,71.97,16.0,16.0,13.99,1.0,143.0,14.0,12.495,2.67
340005,276,11,,5553111245748,32,293.0,1.0,6.0,C,E,6.0,6.0,71.97,71.97,16.0,16.0,13.99,1.0,143.0,14.0,12.495,2.67
340005,276,12,,9764350854629,64,293.0,1.0,6.0,C,C,12.0,12.0,35.95,35.95,4.0,4.0,3.99,1.0,143.0,14.0,35.95,4.0
340005,276,13,,4694239836886,64,293.0,1.0,6.0,C,C,12.0,12.0,35.95,35.95,4.0,4.0,3.99,1.0,143.0,14.0,35.95,4.0
340005,276,14,,7197439168253,64,293.0,1.0,6.0,C,C,12.0,12.0,95.95,95.95,16.0,16.0,8.99,1.0,143.0,14.0,79.95,0.0
340005,276,15,,1553454620113,64,293.0,1.0,6.0,C,C,12.0,12.0,28.71,28.71,0.0,0.0,3.99,1.0,143.0,43.0,28.71,0.0
340005,276,16,,9359348083230,64,293.0,1.0,6.0,C,C,6.0,6.0,35.97,35.97,4.0,4.0,6.99,1.0,143.0,14.0,35.97,4.0
340005,276,17,,1086176237625,64,293.0,1.0,6.0,C,C,6.0,6.0,59.95,59.95,4.62,4.62,99.9,1.0,143.0,43.0,59.95,13.84
340005,276,18,,4644715374244,96,293.0,1.0,6.0,C,E,12.0,12.0,135.95,135.95,40.0,40.0,9.99,1.0,143.0,14.0,11.1625,2.67
340005,276,19,,1764493089219,64,293.0,1.0,6.0,C,C,6.0,6.0,19.48,19.48,0.0,0.0,8.99,1.0,143.0,43.0,19.48,0.0
340005,276,20,,2998159416710,32,293.0,1.0,6.0,C,E,6.0,6.0,111.97,111.97,32.0,32.0,21.99,1.0,143.0,14.0,19.1617,5.33
340005,276,21,,1400971790269,64,293.0,1.0,6.0,C,C,6.0,6.0,34.27,34.27,0.0,0.0,9.99,1.0,143.0,43.0,34.27,0.0
340005,276,22,,6175961465157,96,293.0,1.0,6.0,C,E,12.0,12.0,79.95,79.95,0.0,0.0,8.99,1.0,143.0,14.0,5.99,0.0
340005,276,23,,3633406523315,96,293.0,1.0,6.0,C,E,12.0,12.0,67.95,67.95,0.0,0.0,6.99,1.0,143.0,14.0,6.1625,0.0
340005,276,24,,5919585311542,96,293.0,1.0,6.0,C,E,12.0,12.0,143.95,143.95,64.0,64.0,9.99,1.0,143.0,14.0,6.66,0.0
340005,276,25,,8980637247359,96,293.0,1.0,6.0,C,E,12.0,12.0,79.95,79.95,0.0,0.0,9.99,1.0,143.0,14.0,6.66,0.0
340005,276,26,,4172566087237,96,293.0,1.0,6.0,C,E,12.0,12.0,135.95,135.95,40.0,40.0,9.99,1.0,143.0,14.0,11.1625,2.67
340005,276,27,,8535409763657,64,293.0,1.0,6.0,C,C,12.0,12.0,79.95,79.95,0.0,0.0,9.99,1.0,143.0,14.0,6.66,0.0
340005,276,28,,6887728481344,96,293.0,1.0,6.0,C,E,12.0,12.0,135.95,135.95,0.0,0.0,129.9,1.0,143.0,14.0,11.8291,1.33
340005,276,29,,6596816464109,96,293.0,1.0,6.0,C,E,12.0,12.0,79.95,79.95,16.0,16.0,7.99,1.0,143.0,14.0,6.67,0.0
340005,276,30,,5590734727529,96,293.0,1.0,6.0,C,E,12.0,12.0,103.95,103.95,40.0,40.0,6.99,1.0,143.0,14.0,6.3291,0.67
340024,277,1,3.0,3962881165408,256,37.0,24.0,24.0,C,C,2.0,2.0,72.0,13.38,56.66,0.0,5.49,1.0,101.0,12.0,13.38,0.0
340024,277,2,3.0,1463022305984,256,37.0,16.0,16.0,C,C,2.0,2.0,72.0,13.38,56.66,0.0,5.49,1.0,101.0,12.0,13.38,0.0
340024,277,3,3.0,8913331194224,256,37.0,32.0,32.0,C,C,2.0,2.0,72.0,13.38,56.66,0.0,5.49,1.0,101.0,12.0,13.38,0.0
340024,277,4,3.0,3749104271143,256,37.0,8.0,8.0,C,C,2.0,2.0,72.0,13.38,56.66,0.0,5.49,1.0,101.0,12.0,13.38,0.0
340024,277,5,3.0,9293368423457,256,37.0,8.0,8.0,C,C,2.0,2.0,72.0,13.38,56.66,0.0,5.49,1.0,101.0,12.0,13.38,0.0
340024,277,6,3.0,3354465544215,256,37.0,8.0,8.0,E,E,1.0,1.0,72.0,12.48,58.55,0.0,8.49,1.0,101.0,12.0,12.48,0.0
340024,277,7,10.0,9268048708496,256,37.0,1.0,1.0,C,C,12.0,12.0,60.0,13.0796,45.0,0.0,1.49,1.0,101.0,12.0,13.0796,0.0
340024,277,8,10.0,6260165302277,256,37.0,1.0,1.0,C,C,12.0,12.0,60.0,13.0796,45.0,0.0,1.49,1.0,101.0,12.0,13.0796,0.0
340024,277,9,10.0,7552756517934,256,37.0,1.0,1.0,C,C,4.0,4.0,96.0,14.8,75.92,0.0,4.99,1.0,101.0,12.0,14.8,0.0
340024,277,10,10.0,2914607641505,256,37.0,1.0,1.0,C,C,4.0,4.0,96.0,14.8,75.92,0.0,4.99,1.0,101.0,12.0,14.8,0.0
340024,277,11,10.0,3156473663057,256,37.0,1.0,1.0,C,C,4.0,4.0,96.0,14.72,81.27,0.0,4.99,1.0,101.0,12.0,14.72,0.0
340024,277,12,10.0,2564182347100,256,37.0,2.0,2.0,C,C,4.0,4.0,96.0,14.72,81.27,0.0,4.99,1.0,101.0,12.0,14.72,0.0
340024,277,13,10.0,6885198129032,256,37.0,2.0,2.0,C,C,2.0,2.0,72.0,13.38,56.66,0.0,5.49,1.0,101.0,12.0,13.38,0.0
340024,277,14,10.0,4404625504506,256,37.0,4.0,4.0,C,C,2.0,2.0,72.0,13.38,56.66,0.0,5.49,1.0,101.0,12.0,13.38,0.0
340024,277,15,10.0,4308173391443,256,37.0,1.0,1.0,C,C,2.0,2.0,72.0,13.38,56.66,0.0,5.49,1.0,101.0,12.0,13.38,0.0
340024,277,16,10.0,4672005723867,256,37.0,2.0,2.0,C,C,2.0,2.0,72.0,13.38,56.66,0.0,5.49,1.0,101.0,12.0,13.38,0.0
340024,277,17,10.0,1515993327376,256,37.0,2.0,2.0,C,C,2.0,2.0,72.0,13.38,56.66,0.0,5.49,1.0,101.0,12.0,13.38,0.0
340024,277,18,10.0,4735683250673,256,37.0,2.0,2.0,C,C,2.0,2.0,72.0,13.38,56.66,0.0,5.49,1.0,101.0,12.0,13.38,0.0
340024,277,19,10.0,1522020077960,256,37.0,2.0,2.0,C,C,2.0,2.0,72.0,13.38,56.66,0.0,5.49,1.0,101.0,12.0,13.38,0.0
340024,277,20,10.0,6165358583844,256,37.0,1.0,1.0,C,C,2.0,2.0,72.0,13.38,56.66,0.0,5.49,1.0,101.0,12.0,13.38,0.0
340024,277,21,10.0,6035432960226,256,37.0,4.0,4.0,E,E,1.0,1.0,72.0,12.48,58.55,0.0,8.49,1.0,101.0,12.0,12.48,0.0
340024,277,22,10.0,7575813854546,256,37.0,4.0,4.0,C,C,3.0,3.0,90.0,16.32,71.46,0.0,4.49,1.0,101.0,12.0,16.32,0.0
340024,277,23,10.0,7653842296583,256,37.0,2.0,2.0,C,C,3.0,3.0,90.0,16.32,71.46,0.0,4.49,1.0,101.0,12.0,16.32,0.0
340024,277,24,10.0,6977233538546,256,37.0,2.0,2.0,C,C,3.0,3.0,90.0,16.32,71.46,0.0,4.49,1.0,101.0,12.0,16.32,0.0
340024,277,25,10.0,9349519381841,256,37.0,1.0,1.0,C,C,3.0,3.0,90.0,16.32,71.46,0.0,67.9,1.0,101.0,12.0,16.32,0.0
340024,277,26,10.0,2625617923742,256,37.0,1.0,1.0,C,C,24.0,24.0,96.0,34.5593,58.8,0.0,1.99,1.0,101.0,12.0,34.5593,0.0
340024,277,27,10.0,3711805755373,256,37.0,1.0,1.0,C,C,24.0,24.0,96.0,34.5593,58.8,0.0,1.99,1.0,101.0,12.0,34.5593,0.0
340024,277,28,10.0,3246463011406,256,37.0,1.0,1.0,C,C,24.0,24.0,96.0,34.5593,58.8,0.0,1.99,1.0,101.0,12.0,34.5593,0.0
340024,277,29,10.0,2748028753656,0,37.0,1.0,1.0,C,C,12.0,12.0,30.0,20.52,9.48,0.0,2.29,1.0,101.0,1.0,20.52,0.0
340024,277,30,10.0,3013536280042,256,37.0,1.0,1.0,C,C,4.0,4.0,120.0,20.0,96.76,0.0,5.99,1.0,101.0,1.0,20.0,0.0
340024,277,31,10.0,8863620663001,256,37.0,1.0,1.0,C,C,4.0,4.0,120.0,20.0,96.76,0.0,5.99,1.0,101.0,1.0,20.0,0.0
340024,277,32,10.0,5586782626110,256,37.0,1.0,1.0,C,C,15.0,15.0,75.0,15.0,59.1,0.0,0.89,1.0,101.0,1.0,15.0,0.0
340024,277,33,10.0,8153787734549,65,293.0,3.0,0.0,C,C,12.0,12.0,72.0,72.0,56.5,56.5,0.0,1.0,,,0.0,0.0
340024,277,34,10.0,4300735621767,256,37.0,1.0,1.0,C,C,12.0,12.0,72.0,15.4992,56.5,0.739,1.79,1.0,101.0,1.0,15.4992,0.739
340024,277,35,10.0,6992572259957,256,37.0,1.0,1.0,C,C,12.0,12.0,72.0,15.4996,56.5,0.739,16.9,1.0,101.0,1.0,15.4996,0.739
340024,277,36,10.0,8153787734549,65,293.0,1.0,0.0,C,C,12.0,12.0,72.0,72.0,56.5,56.5,0.0,1.0,,,0.0,0.0
340024,277,37,10.0,8153787734549,65,293.0,1.0,0.0,C,C,12.0,12.0,72.0,72.0,56.5,56.5,0.0,1.0,,,0.0,0.0
340024,277,38,10.0,4626061899818,256,37.0,1.0,1.0,C,C,3.0,3.0,120.0,12.72,105.66,0.0,5.49,1.0,101.0,1.0,12.72,0.0
340024,277,39,10.0,4348325901064,256,37.0,1.0,1.0,C,C,3.0,3.0,120.0,12.72,105.66,0.0,5.49,1.0,101.0,1.0,12.72,0.0
340024,277,40,10.0,6596728010438,256,37.0,1.0,1.0,C,C,3.0,3.0,120.0,12.72,105.66,0.0,5.49,1.0,101.0,1.0,12.72,0.0
340024,277,41,10.0,4738261052693,0,37.0,1.0,1.0,C,C,12.0,12.0,40.0,24.6,15.4,0.0,2.99,1.0,101.0,1.0,24.6,0.0
340024,277,42,46.0,2418026365309,256,37.0,1.0,1.0,C,C,8.0,8.0,40.0,18.4,19.76,0.0,1.99,1.0,101.0,12.0,18.4,0.0
340024,277,43,46.0,4141094899388,256,37.0,1.0,1.0,C,C,4.0,4.0,96.0,96.0,80.48,80.48,49.9,1.0,101.0,12.0,17.04,0.0
340024,277,44,46.0,4837126614260,256,37.0,1.0,1.0,C,C,4.0,4.0,96.0,96.0,80.48,80.48,49.9,1.0,101.0,12.0,17.04,0.0
340024,277,45,46.0,5637437631289,256,37.0,1.0,1.0,C,C,4.0,4.0,96.0,96.0,80.48,80.48,49.9,1.0,101.0,12.0,17.04,0.0
340024,277,46,46.0,4430848497288,256,37.0,4.0,4.0,C,C,4.0,4.0,96.0,96.0,75.92,75.92,4.99,1.0,101.0,12.0,30.08,0.0
340024,277,47,46.0,6111342984021,256,37.0,2.0,2.0,C,C,4.0,4.0,96.0,14.8,75.92,0.0,4.99,1.0,101.0,12.0,14.8,0.0
340024,277,48,46.0,8857865129382,256,37.0,1.0,1.0,C,C,4.0,4.0,96.0,17.04,76.92,0.0,44.9,1.0,101.0,12.0,17.04,0.0
340024,277,49,46.0,3178556141192,256,37.0,1.0,1.0,C,C,4.0,4.0,96.0,17.04,76.92,0.0,44.9,1.0,101.0,12.0,17.04,0.0
340024,277,50,46.0,6476492802352,256,37.0,1.0,1.0,C,C,4.0,4.0,96.0,17.04,76.92,0.0,44.9,1.0,101.0,12.0,17.04,0.0
340024,277,51,46.0,5274906820848,256,37.0,4.0,4.0,C,C,3.0,3.0,96.0,17.01,77.73,0.0,5.49,1.0,101.0,12.0,17.01,0.0
340024,277,52,46.0,8114130507553,256,37.0,4.0,4.0,C,C,3.0,3.0,96.0,17.01,77.73,0.0,5.49,1.0,101.0,12.0,17.01,0.0
340024,277,53,46.0,4576100068243,256,37.0,2.0,2.0,C,C,3.0,3.0,96.0,17.01,77.73,0.0,5.49,1.0,101.0,12.0,17.01,0.0
340024,277,54,46.0,5473046890792,256,37.0,1.0,1.0,C,C,3.0,3.0,96.0,17.01,77.73,0.0,5.49,1.0,101.0,12.0,17.01,0.0
340024,277,55,46.0,1948691963090,256,37.0,1.0,1.0,C,C,3.0,3.0,96.0,17.01,77.73,0.0,79.9,1.0,101.0,12.0,17.01,0.0
340024,277,56,46.0,7136348912600,256,37.0,1.0,1.0,C,C,4.0,4.0,96.0,21.32,72.92,0.0,4.99,1.0,101.0,12.0,21.32,0.0
340024,277,57,46.0,8311707074084,256,37.0,1.0,1.0,C,C,4.0,4.0,72.0,14.76,56.48,0.0,47.9,1.0,101.0,12.0,14.76,0.0
340024,277,58,46.0,6346937985052,256,37.0,1.0,1.0,C,C,4.0,4.0,72.0,14.76,56.48,0.0,3.99,1.0,101.0,12.0,14.76,0.0
340024,277,59,46.0,5344161921785,0,37.0,1.0,1.0,C,C,24.0,24.0,60.0,41.04,18.96,0.0,2.49,1.0,101.0,1.0,41.04,0.0
340024,277,60,46.0,5330049933425,0,37.0,1.0,1.0,C,C,24.0,24.0,60.0,41.04,18.96,0.0,2.49,1.0,101.0,1.0,41.04,0.0
340024,277,61,46.0,2099743844302,0,37.0,1.0,1.0,C,C,6.0,6.0,60.0,41.04,18.96,0.0,8.49,1.0,101.0,1.0,41.04,0.0
340024,277,62,46.0,3786872297669,0,37.0,1.0,1.0,C,C,6.0,6.0,60.0,41.04,18.96,0.0,8.49,1.0,101.0,1.0,41.04,0.0
340024,277,63,46.0,3838313433764,0,37.0,2.0,2.0,C,C,3.0,3.0,60.0,30.24,29.76,0.0,12.99,1.0,101.0,1.0,30.24,0.0
340024,277,64,46.0,9946383572983,0,37.0,1.0,1.0,C,C,24.0,24.0,60.0,41.04,18.96,0.0,2.49,1.0,101.0,1.0,41.04,0.0
340024,277,65,46.0,1666255424126,256,37.0,1.0,1.0,C,C,12.0,12.0,60.0,16.56,39.6,0.0,1.59,1.0,101.0,1.0,16.56,0.0
340024,277,66,46.0,9106462965190,256,37.0,1.0,1.0,C,C,12.0,12.0,60.0,14.4,43.8,0.0,5.0,4.0,117.0,17.0,14.4,0.0
340024,277,67,46.0,4492992163478,256,37.0,1.0,1.0,C,C,12.0,12.0,60.0,14.4,43.8,0.0,5.0,4.0,117.0,17.0,14.4,0.0
340024,277,68,46.0,1662784201994,256,37.0,2.0,2.0,C,C,4.0,4.0,120.0,18.8,97.2,0.0,4.69,1.0,117.0,17.0,18.8,0.0
340024,277,69,46.0,9272494670408,256,37.0,1.0,1.0,C,C,4.0,4.0,120.0,18.8,97.2,0.0,4.69,1.0,117.0,17.0,18.8,0.0
340011,278,1,3.0,1012142209099,0,1317.0,12.0,12.0,E,E,1.0,1.0,2.93,2.93,0.0,0.0,3.99,1.0,101.0,60.0,2.93,0.0
340011,278,2,3.0,5611690597951,64,1317.0,5.0,3.0,E,E,1.0,1.0,9.83,9.83,0.23,0.23,119.9,1.0,101.0,60.0,9.83,0.23
340011,278,3,3.0,4792433923050,64,1317.0,5.0,3.0,E,E,1.0,1.0,4.12,4.12,0.0,0.0,49.9,1.0,101.0,60.0,4.12,0.0
340011,278,4,3.0,1765651698168,64,1317.0,30.0,3.0,E,E,1.0,1.0,3.38,3.38,0.0,0.0,2.99,1.0,101.0,60.0,3.38,0.0
340011,278,5,3.0,1558728109461,64,1317.0,8.0,3.0,E,E,1.0,1.0,3.08,3.08,0.0,0.0,3.29,1.0,101.0,60.0,3.08,0.0
340011,278,6,3.0,8252920537216,64,1317.0,10.0,3.0,E,E,1.0,1.0,3.83,3.83,0.02,0.02,3.69,1.0,101.0,60.0,3.83,0.02
340011,278,7,3.0,3648369006883,320,1317.0,20.0,3.0,E,E,1.0,1.0,1.74,1.6,0.0,0.0,1.89,1.0,101.0,60.0,1.6,0.0
340011,278,8,3.0,1809167745100,64,1317.0,20.0,3.0,E,E,1.0,1.0,3.83,3.83,0.02,0.02,3.69,1.0,101.0,60.0,3.83,0.02
340011,278,9,3.0,4972073563961,64,1317.0,8.0,3.0,E,E,1.0,1.0,2.61,2.61,0.0,0.0,3.29,1.0,101.0,60.0,2.61,0.0
340011,278,10,3.0,7591505660599,64,1317.0,20.0,3.0,E,E,1.0,1.0,4.19,4.19,0.07,0.07,3.99,1.0,101.0,60.0,4.19,0.07
340011,278,11,3.0,3201386264146,320,1317.0,20.0,3.0,E,E,1.0,1.0,1.74,1.6,0.0,0.0,1.89,1.0,101.0,60.0,1.6,0.0
340011,278,12,3.0,3931615173545,64,1317.0,7.0,3.0,E,E,1.0,1.0,4.12,4.12,0.0,0.0,49.9,1.0,101.0,60.0,4.12,0.0
340011,278,13,3.0,9677695514440,64,1317.0,12.0,3.0,E,E,1.0,1.0,3.83,3.83,0.0,0.0,3.99,1.0,101.0,60.0,3.83,0.0
340011,278,14,3.0,4545031369894,64,1317.0,10.0,3.0,E,E,1.0,1.0,4.85,4.85,0.07,0.07,59.9,1.0,101.0,60.0,4.85,0.07
340011,278,15,3.0,4104991292154,64,1317.0,20.0,3.0,E,E,1.0,1.0,3.83,3.83,0.02,0.02,3.69,1.0,101.0,60.0,3.83,0.02
340011,278,16,3.0,3242600659176,64,1317.0,18.0,3.0,E,E,1.0,1.0,1.83,1.83,0.0,0.0,24.9,1.0,101.0,60.0,1.83,0.0
340011,278,17,3.0,9982031591894,320,1317.0,12.0,3.0,E,E,1.0,1.0,4.85,4.26,0.07,0.0,59.9,1.0,101.0,60.0,4.26,0.0
340011,278,18,3.0,5600424015052,64,1317.0,10.0,3.0,E,E,1.0,1.0,3.83,3.83,0.02,0.02,3.69,1.0,101.0,60.0,3.83,0.02
340011,278,19,3.0,2051454905808,64,1317.0,16.0,3.0,E,E,1.0,1.0,2.93,2.93,0.0,0.0,3.29,1.0,101.0,60.0,2.93,0.0
340011,278,20,3.0,3541265084488,64,1317.0,10.0,3.0,E,E,1.0,1.0,3.67,3.67,0.0,0.0,3.99,1.0,101.0,60.0,3.67,0.0
340011,278,21,3.0,8696605044029,64,1317.0,9.0,3.0,E,E,1.0,1.0,4.19,4.19,0.07,0.07,3.99,1.0,101.0,60.0,4.19,0.07
340011,278,22,3.0,5146098493355,64,1317.0,20.0,3.0,E,E,1.0,1.0,3.83,3.83,0.02,0.02,3.69,1.0,101.0,60.0,3.83,0.02
340011,278,23,3.0,3598731775179,64,1317.0,12.0,3.0,E,E,1.0,1.0,2.93,2.93,0.0,0.0,3.99,1.0,101.0,60.0,2.93,0.0
340011,278,24,3.0,5512293934184,64,1317.0,7.0,3.0,E,E,1.0,1.0,4.85,4.85,0.07,0.07,4.49,1.0,101.0,60.0,4.85,0.07
