store_id,invoice_id,supplier_number,invoice_number,return_invoice,status,method,cod,user_id,external_po_number,major_dept_number,invoice_date,delivery_timestamp,check_in_timestamp,final_timestamp,flags,base_total_qty,base_total_net,final_total_qty,final_misc_charge,final_misc_allowance,final_total_net,final_total_retail,num_line_items,i_audit
340014,296,3629745,521271847069072       ,True,2,2,False,25846     ,NULL                  ,,2023-03-10,2023-03-10 19:18:36-05:00,2023-03-10 15:50:37-05:00,2023-03-10 19:27:27-05:00,12288,15.0,600.0,15.0,0.0,0.0,42.6,52.35,2,False
340033,297,3629745,363923276348080       ,False,2,2,False,30951     ,NULL                  ,,2023-03-10,2023-03-10 06:43:23-05:00,2023-03-10 00:16:11-05:00,2023-03-10 00:49:54-05:00,12288,15.0,527.0,15.0,0.0,0.0,511.2,628.2,2,False
340021,298,3629745,896066018330533       ,False,2,2,False,62280     ,NULL                  ,,2023-03-10,2023-03-10 13:48:31-05:00,2023-03-10 19:53:47-05:00,2023-03-10 22:00:58-05:00,12288,15.0,600.0,15.0,0.0,0.0,511.2,628.2,1,False
410065,299,3629745,480163263805890       ,True,2,2,False,10601     ,NULL                  ,,2023-03-10,2023-03-10 09:43:26-05:00,2023-03-10 06:18:57-05:00,2023-03-10 02:29:07-05:00,12288,15.0,527.0,15.0,0.0,0.0,42.6,52.35,2,False
340011,300,9068305,624457165164587       ,False,2,2,False,16672     ,NULL                  ,,2023-03-10,2023-03-10 23:47:19-05:00,2023-03-10 05:29:13-05:00,2023-03-10 18:15:39-05:00,12288,15.0,527.0,6.0,0.0,0.0,691.2,0.0,1,False
410093,301,9068305,309362898488990       ,False,2,2,False,13514     ,NULL                  ,,2023-03-10,2023-03-10 23:06:48-05:00,2023-03-10 08:35:37-05:00,2023-03-10 17:21:15-05:00,12288,15.0,527.0,0.0,0.0,0.0,0.0,0.0,0,False
410074,302,9068305,100808811180020       ,False,2,2,False,77078     ,NULL                  ,,2023-03-10,2023-03-10 23:48:52-05:00,2023-03-10 11:13:01-05:00,2023-03-10 22:36:45-05:00,12288,15.0,66.0,15.0,0.0,0.0,1728.0,0.0,1,False
410077,303,9068305,748487187801414       ,False,2,2,False,61547     ,NULL                  ,,2023-03-10,2023-03-10 07:59:28-05:00,2023-03-10 09:42:59-05:00,2023-03-10 05:21:38-05:00,12288,15.0,600.0,15.0,0.0,0.0,1728.0,0.0,1,False
340032,304,3629745,264012871392789       ,True,2,2,False,82858     ,NULL                  ,,2023-03-13,2023-03-13 23:42:26-04:00,2023-03-13 09:42:25-04:00,2023-03-13 22:17:09-04:00,12288,15.0,527.0,15.0,0.0,0.0,42.6,52.35,2,False
410083,305,3629745,251258637254325       ,False,2,2,False,56913     ,NULL                  ,,2023-03-13,2023-03-13 06:51:13-04:00,2023-03-13 15:06:33-04:00,2023-03-13 10:16:02-04:00,12288,20.0,600.0,20.0,0.0,0.0,792.0,897.6,2,False
410089,306,5963353,652047149904764       ,False,2,6,False,99654     ,NULL                  ,,2023-03-13,2023-03-13 13:40:13-04:00,2023-03-13 18:23:06-04:00,2023-03-13 12:06:42-04:00,12288,241.0,3470.88,231.0,0.0,0.0,3264.62,6332.14,67,False
340029,307,5963353,262246782613697       ,False,2,6,False,24003     ,NULL                  ,,2023-03-13,2023-03-13 17:37:16-04:00,2023-03-13 16:53:51-04:00,2023-03-13 19:46:40-04:00,12296,241.0,3470.88,231.0,0.0,0.0,3264.62,6332.14,67,False
410078,308,9068305,426427614983729       ,False,2,2,False,91561     ,NULL                  ,,2023-03-13,2023-03-13 14:23:58-04:00,2023-03-13 08:17:31-04:00,2023-03-13 12:16:31-04:00,12288,15.0,600.0,10.0,0.0,0.0,1152.0,0.0,1,False
410082,309,5963353,501069959792859       ,False,2,6,False,11481     ,NULL                  ,,2023-03-13,2023-03-13 06:52:25-04:00,2023-03-13 07:54:07-04:00,2023-03-13 05:51:59-04:00,12296,241.0,3470.88,258.0,0.0,0.0,4193.03,6332.14,67,False
410094,310,5963353,715568030703292       ,False,2,6,False,20210     ,NULL                  ,,2023-03-13,2023-03-13 19:06:06-04:00,2023-03-13 15:33:57-04:00,2023-03-13 02:15:13-04:00,12288,241.0,3470.88,231.0,0.0,0.0,3264.62,6332.14,67,True
410091,311,9068305,652817787784755       ,False,2,2,False,31101     ,NULL                  ,,2023-03-14,2023-03-14 10:33:50-04:00,2023-03-14 22:54:35-04:00,2023-03-14 12:13:14-04:00,12288,15.0,500.0,15.0,0.0,0.0,1728.0,0.0,1,False
410073,312,3621436,243128175778265       ,False,2,2,False,93641     ,NULL                  ,,2023-03-14,2023-03-14 02:57:50-04:00,2023-03-14 14:09:11-04:00,2023-03-14 21:10:53-04:00,12288,15.0,600.0,15.0,0.0,0.0,2022.6,0.0,2,False
410071,314,3629745,271946461192505       ,True,2,2,False,19676     ,NULL                  ,,2023-03-14,2023-03-14 23:42:53-04:00,2023-03-14 17:48:38-04:00,2023-03-14 01:40:15-04:00,12288,15.0,500.0,15.0,0.0,0.0,56.4,59.85,1,False
410051,315,3629745,748491161401730       ,False,2,2,False,66137     ,NULL                  ,,2023-03-14,2023-03-14 03:47:17-04:00,2023-03-14 18:55:07-04:00,2023-03-14 08:47:06-04:00,12288,15.0,600.0,15.0,0.0,0.0,676.8,718.2,1,False
410079,316,9068305,397729178454554       ,False,2,2,False,70805     ,NULL                  ,,2023-03-14,2023-03-14 12:10:45-04:00,2023-03-14 19:05:17-04:00,2023-03-14 02:35:36-04:00,12288,15.0,600.0,15.0,0.0,0.0,1728.0,0.0,1,False
340012,317,3629745,632055871849248       ,False,2,2,False,40387     ,NULL                  ,,2023-03-14,2023-03-14 07:52:37-04:00,2023-03-14 05:32:12-04:00,2023-03-14 08:55:26-04:00,12288,16.0,600.0,16.0,0.0,0.0,545.28,670.08,2,False
340022,318,9068305,822359823972299       ,False,2,2,False,60366     ,NULL                  ,,2023-03-14,2023-03-14 21:41:18-04:00,2023-03-14 08:53:51-04:00,2023-03-14 05:35:03-04:00,12288,15.0,600.0,15.0,0.0,0.0,1728.0,0.0,1,False
410058,319,3629745,139176844748198       ,False,2,2,False,46389     ,NULL                  ,,2023-03-13,2023-03-13 10:39:13-04:00,2023-03-13 16:14:11-04:00,2023-03-13 03:02:58-04:00,12288,15.0,527.0,15.0,0.0,0.0,511.2,628.2,2,False
340003,320,3629745,397435792494979       ,True,2,2,False,90027     ,NULL                  ,,2023-03-13,2023-03-13 22:59:20-04:00,2023-03-13 05:33:03-04:00,2023-03-13 14:36:15-04:00,12288,15.0,528.0,15.0,0.0,0.0,53.64,58.35,2,False
340042,321,9068305,122132796303571       ,False,2,2,False,49362     ,NULL                  ,,2023-03-13,2023-03-13 06:59:43-04:00,2023-03-13 13:45:12-04:00,2023-03-13 12:59:08-04:00,12288,16.0,627.0,16.0,0.0,0.0,1843.2,0.0,1,False
410064,322,8240938,333009385480165       ,False,3,2,True,38001     ,NULL                  ,,2023-03-12,2023-03-12 05:07:08-04:00,2023-03-12 20:41:13-04:00,2023-03-12 07:16:34-04:00,12288,10.0,100.0,0.0,0.0,0.0,0.0,0.0,1,False
340034,323,3629745,325721889898417       ,False,2,2,False,82268     ,NULL                  ,,2023-03-17,2023-03-17 07:45:34-04:00,2023-03-17 03:36:28-04:00,2023-03-17 23:52:06-04:00,12288,15.0,527.0,15.0,0.0,0.0,511.2,628.2,1,False
410070,324,3629745,250119513168472       ,True,2,2,False,38869     ,NULL                  ,,2023-03-17,2023-03-17 10:16:47-04:00,2023-03-17 12:15:57-04:00,2023-03-17 13:09:42-04:00,12288,21.0,210.0,20.0,0.0,0.0,70.6,77.3,2,False
340019,325,3629745,979995747536337       ,False,2,2,False,31184     ,NULL                  ,,2023-03-20,2023-03-20 03:23:05-04:00,2023-03-20 20:34:59-04:00,2023-03-20 15:53:14-04:00,12288,15.0,527.0,15.0,0.0,0.0,511.2,628.2,2,False
410084,326,3629745,502213505031180       ,True,2,2,False,93078     ,NULL                  ,,2023-03-20,2023-03-20 09:40:31-04:00,2023-03-20 03:36:35-04:00,2023-03-20 14:42:07-04:00,12288,15.0,600.0,15.0,0.0,0.0,42.6,52.35,2,False
340015,327,3629745,967403591445614       ,False,2,2,False,70503     ,NULL                  ,,2023-03-20,2023-03-20 21:56:31-04:00,2023-03-20 20:09:33-04:00,2023-03-20 11:16:28-04:00,12288,1.0,100.0,12.0,0.0,0.0,541.44,574.56,1,False
340010,328,4977635,371464161847848       ,False,2,5,True,64766     ,NULL                  ,,2023-03-14,2023-03-14 22:05:52-04:00,2023-03-14 09:23:57-04:00,2023-03-14 09:12:09-04:00,12288,6.0,1007.7,18.0,0.0,0.0,251.93,353.82,6,False
410092,329,4977635,395703835251664       ,False,2,5,True,91520     ,NULL                  ,,2023-03-14,2023-03-14 07:50:51-04:00,2023-03-14 21:21:55-04:00,2023-03-14 11:40:40-04:00,12288,1.0,87.95,3.0,0.0,0.0,21.99,29.97,1,False
410069,330,4977635,284321293833722       ,False,2,5,True,16216     ,NULL                  ,,2023-03-14,2023-03-14 21:18:06-04:00,2023-03-14 09:20:33-04:00,2023-03-14 02:57:25-04:00,12288,1.0,-79.95,105.0,0.0,0.0,2268.03,6165.21,35,False
340043,331,3629745,219277846476617       ,True,2,2,False,93682     ,NULL                  ,,2023-03-21,2023-03-21 09:03:08-04:00,2023-03-21 05:50:08-04:00,2023-03-21 10:25:54-04:00,12288,15.0,537.0,12.0,0.0,0.0,34.08,41.88,1,False
340017,332,3629745,438110045754629       ,False,2,2,False,42958     ,NULL                  ,,2023-03-21,2023-03-21 05:13:45-04:00,2023-03-21 10:32:32-04:00,2023-03-21 06:10:23-04:00,12288,15.0,527.0,15.0,0.0,0.0,511.2,628.2,1,False
340009,333,3629745,393794462645239       ,False,2,2,False,40728     ,NULL                  ,,2023-03-21,2023-03-21 04:53:09-04:00,2023-03-21 12:07:52-04:00,2023-03-21 11:36:16-04:00,12288,1.0,32.37,1.0,0.0,0.0,34.08,41.88,1,False
340002,334,8537770,127740878423743       ,False,2,1,False,35759     ,NULL                  ,101.0,2023-03-21,2023-03-21 08:11:00-04:00,2023-03-21 06:57:59-04:00,2023-03-21 08:31:46-04:00,16384,0.0,0.0,15.0,0.0,0.0,600.0,0.0,0,False
340040,335,3629745,457334991991780       ,False,2,2,False,86794     ,NULL                  ,,2023-03-22,2023-03-22 20:57:03-04:00,2023-03-22 06:31:05-04:00,2023-03-22 21:18:59-04:00,12288,15.0,527.0,15.0,0.0,0.0,511.2,628.2,2,False
410057,336,8537770,258525532310064       ,False,2,1,False,22171     ,NULL                  ,101.0,2023-03-22,2023-03-22 02:46:04-04:00,2023-03-22 22:18:20-04:00,2023-03-22 08:06:28-04:00,16384,0.0,0.0,15.0,0.0,0.0,600.0,0.0,0,False
340045,338,3629745,933887046078765       ,False,2,2,False,28257     ,NULL                  ,,2023-03-24,2023-03-24 18:43:05-04:00,2023-03-24 01:53:11-04:00,2023-03-24 18:23:45-04:00,12288,15.0,527.0,15.0,0.0,0.0,522.15,628.2,2,False
340030,339,9068305,964422878214404       ,False,2,6,False,37928     ,NULL                  ,,2023-03-24,2023-03-24 23:39:25-04:00,2023-03-24 05:11:47-04:00,2023-03-24 16:23:25-04:00,12288,419.0,1733.33,111.0,0.0,0.0,453.29,3248.04,38,False
340020,340,3629745,379147895820334       ,True,2,5,False,11646     ,NULL                  ,,2023-03-20,2023-03-20 18:29:10-04:00,2023-03-20 18:00:35-04:00,2023-03-20 14:46:40-04:00,12288,9.0,31.52,21.0,0.0,0.0,72.78,187.02,7,False
340046,342,3629745,835663141066451       ,True,2,2,False,93951     ,NULL                  ,,2023-03-24,2023-03-25 00:39:04-04:00,2023-03-24 12:12:01-04:00,2023-03-24 22:00:12-04:00,12288,15.0,600.0,15.0,0.0,0.0,57.0,59.85,1,False
340007,344,3629745,601952148615877       ,False,2,2,False,36635     ,NULL                  ,,2023-03-27,2023-03-27 06:16:08-04:00,2023-03-27 01:12:46-04:00,2023-03-27 12:52:06-04:00,12288,15.0,527.0,15.0,0.0,0.0,542.88,628.2,2,False
410081,345,4977635,924525022478361       ,True,2,5,True,98677     ,NULL                  ,,2023-03-14,2023-03-14 04:14:13-04:00,2023-03-14 06:56:20-04:00,2023-03-14 06:05:30-04:00,12288,1.0,-79.95,0.0,0.0,0.0,0.0,0.0,0,False
340005,346,4977635,585055306140118       ,False,2,5,True,82028     ,NULL                  ,,2023-03-27,2023-03-27 17:35:41-04:00,2023-03-27 22:29:55-04:00,2023-03-28 00:07:38-04:00,12288,6.0,1007.7,72.0,0.0,0.0,1007.7,1415.28,6,False
340024,347,4977635,160015141350582       ,False,2,5,True,74650     ,NULL                  ,,2023-03-27,2023-03-27 13:41:18-04:00,2023-03-27 15:24:15-04:00,2023-03-27 23:29:48-04:00,12288,1.0,87.95,12.0,0.0,0.0,87.95,119.88,1,False
410060,348,4977635,347713394221961       ,False,2,5,True,79196     ,NULL                  ,,2023-03-27,2023-03-27 20:41:31-04:00,2023-03-27 14:08:16-04:00,2023-03-27 07:03:00-04:00,12288,38.0,3092.68,234.0,0.0,0.0,2855.51,5386.86,35,False
340027,349,4977635,865483900780033       ,True,2,5,True,10732     ,NULL                  ,,2023-03-27,2023-03-27 16:52:36-04:00,2023-03-27 02:11:04-04:00,2023-03-27 22:38:29-04:00,12288,1.0,-79.95,0.0,0.0,0.0,0.0,0.0,0,False
410075,350,3629745,953250378204515       ,False,2,2,False,65347     ,NULL                  ,,2023-03-28,2023-03-28 09:12:11-04:00,2023-03-28 23:02:06-04:00,2023-03-28 19:26:38-04:00,12288,15.0,527.0,15.0,0.0,0.0,519.12,628.2,2,False
340031,351,3629745,443184176037801       ,True,2,2,False,56802     ,NULL                  ,,2023-03-28,2023-03-28 16:17:59-04:00,2023-03-28 02:33:13-04:00,2023-03-28 06:21:24-04:00,12288,15.0,527.0,15.0,0.0,0.0,60.75,59.85,1,False
340047,352,5963353,593479057306937       ,False,2,6,False,56248     ,NULL                  ,,2023-03-28,2023-03-28 14:00:07-04:00,2023-03-28 22:27:45-04:00,2023-03-28 18:26:07-04:00,12296,241.0,3470.88,243.0,0.0,0.0,3516.17,6332.14,67,False
340018,353,9068305,318233247437212       ,False,2,6,False,89858     ,NULL                  ,,2023-03-28,2023-03-28 09:56:36-04:00,2023-03-28 20:15:40-04:00,2023-03-28 10:39:46-04:00,12288,453.0,2006.21,86.0,0.0,0.0,418.89,2907.04,39,False
340039,354,5963353,768286215949161       ,True,2,6,False,76438     ,NULL                  ,,2023-03-28,2023-03-28 01:45:39-04:00,2023-03-28 18:17:15-04:00,2023-03-28 10:59:55-04:00,12296,26.0,-185.95,29.0,0.0,0.0,206.8,203.68,9,False
340044,357,3629745,716649678196782       ,False,3,2,False,73295     ,NULL                  ,,2023-03-29,2023-03-29 14:18:53-04:00,2023-03-29 04:56:24-04:00,2023-03-29 12:49:47-04:00,12288,15.0,60000.0,1000.0,0.0,0.0,34080.0,41880.0,1,False
340013,358,3629745,646555440991218       ,False,2,2,False,41536     ,NULL                  ,,2023-03-29,2023-03-29 02:57:41-04:00,2023-03-29 02:50:58-04:00,2023-03-29 01:33:58-04:00,12288,15.0,600.0,15.0,0.0,0.0,519.12,628.2,2,False
340026,359,3629745,736717596082149       ,True,2,2,False,19669     ,NULL                  ,,2023-03-29,2023-03-29 11:46:01-04:00,2023-03-29 20:07:10-04:00,2023-03-29 04:31:34-04:00,12288,15.0,600.0,15.0,0.0,0.0,43.26,52.35,2,False
410090,360,1771394,477527573772767       ,False,2,5,False,27092     ,NULL                  ,,2023-03-09,2023-03-09 02:26:29-05:00,2023-03-09 09:32:00-05:00,2023-03-09 20:53:32-05:00,12290,66.0,185.82,66.0,0.0,0.0,181.02,266.34,5,False
410061,365,1771394,918056552270321       ,False,2,5,False,95515     ,NULL                  ,,2023-03-09,2023-03-09 15:05:10-05:00,2023-03-09 12:31:14-05:00,2023-03-09 04:47:41-05:00,12290,44.0,152.28,42.0,0.0,0.0,144.84,222.18,4,False
410086,367,7268518,821705992793542       ,False,2,5,False,58723     ,NULL                  ,,2023-03-14,2023-03-14 14:10:32-04:00,2023-03-14 11:21:56-04:00,2023-03-14 22:54:43-04:00,12290,152.0,610.27,152.0,0.0,0.0,601.67,1153.08,35,False
410097,369,7268518,425546170952707       ,False,2,5,False,90345     ,NULL                  ,,2023-03-28,2023-03-28 01:35:45-04:00,2023-03-28 21:22:28-04:00,2023-03-28 01:23:01-04:00,12290,292.0,1002.36,289.0,0.0,0.0,995.91,1539.53,36,False
410054,370,8906380,836389902599844       ,False,2,5,False,46479     ,NULL                  ,,2023-03-07,2023-03-07 14:13:33-05:00,2023-03-07 07:54:16-05:00,2023-03-07 09:20:52-05:00,12290,166.4,968.18,166.4,0.0,0.0,969.9,662.59,23,False
340041,374,9068305,598071940207946       ,False,2,6,False,31192     ,NULL                  ,,2023-03-30,2023-03-30 09:22:20-04:00,2023-03-30 22:32:19-04:00,2023-03-30 13:28:03-04:00,12288,791.0,3188.73,759.0,0.0,0.0,2979.61,18679.1,48,False
410095,375,3553315,365176715478349       ,False,2,6,False,69884     ,NULL                  ,,2023-03-30,2023-03-30 23:38:13-04:00,2023-03-30 15:20:45-04:00,2023-03-30 06:40:48-04:00,12296,751.0,13276.07,713.0,0.0,0.0,11017.59,18313.96,115,False
340001,376,4977635,651868571934060       ,False,2,5,True,58617     ,NULL                  ,,2023-03-23,2023-03-23 11:34:19-04:00,2023-03-23 16:32:09-04:00,2023-03-24 00:43:56-04:00,12288,42.0,2497.11,210.0,0.0,0.0,2289.58,10203.48,30,False
410068,377,5963353,712332849238180       ,False,2,6,False,13316     ,NULL                  ,,2023-03-30,2023-03-30 18:13:04-04:00,2023-03-30 18:20:18-04:00,2023-03-30 01:40:12-04:00,12296,577.0,8840.23,282.0,0.0,0.0,4356.04,15253.45,147,False
340008,378,5963353,734815912740751       ,True,2,6,False,28883     ,NULL                  ,,2023-03-30,2023-03-30 17:58:27-04:00,2023-03-30 07:10:22-04:00,2023-03-30 16:07:16-04:00,12296,55.0,-575.91,12.0,0.0,0.0,93.9,71.88,16,False
340037,380,8496946,532769245803890       ,False,2,5,False,82497     ,NULL                  ,,2023-04-02,2023-04-02 15:42:53-04:00,2023-04-02 12:38:22-04:00,2023-04-02 08:30:14-04:00,12292,357.0,1829.31,345.0,0.0,0.0,1743.58,15205.18,126,False
340004,383,3081290,941295860854602       ,False,2,5,True,62017     ,NULL                  ,,2023-03-23,2023-03-23 14:36:37-04:00,2023-03-23 03:55:19-04:00,2023-03-23 16:23:59-04:00,12288,28.0,739.74,26.0,0.0,0.0,439.74,457.74,5,False
340036,384,9179773,124045353174215       ,False,2,5,False,74388     ,NULL                  ,,2023-03-19,2023-03-20 00:45:06-04:00,2023-03-19 06:17:16-04:00,2023-03-19 05:29:26-04:00,12289,92.0,951.36,92.0,0.0,0.0,960.91,2322.17,23,False
410059,385,9179773,742864472253165       ,False,2,5,False,11369     ,NULL                  ,,2023-03-19,2023-03-19 01:52:44-04:00,2023-03-19 04:09:58-04:00,2023-03-19 10:56:29-04:00,12289,78.0,171.95,78.0,0.0,0.0,173.69,2343.1,16,False
410056,387,1771394,958872813149184       ,False,2,5,False,48688     ,NULL                  ,,2023-03-23,2023-03-23 03:13:37-04:00,2023-03-23 04:10:55-04:00,2023-03-23 21:25:58-04:00,12290,12.0,47.52,12.0,0.0,0.0,51.72,68.28,1,False
340006,388,3629745,563654497901541       ,False,2,5,False,59494     ,NULL                  ,,2023-03-19,2023-03-19 20:33:46-04:00,2023-03-19 04:34:51-04:00,2023-03-19 02:09:07-04:00,12288,68.0,2346.76,45.0,0.0,0.0,1293.28,5603.6,38,False
410066,391,7575748,548322977211107       ,False,2,2,False,45053     ,NULL                  ,,2023-03-30,2023-03-30 12:56:32-04:00,2023-03-31 00:20:37-04:00,2023-03-30 04:23:48-04:00,12288,16.0,701.4,16.0,0.0,0.0,695.14,3909.6,13,False
340038,392,8537770,917786421448581       ,False,2,1,False,70364     ,NULL                  ,1040.0,2023-03-30,2023-03-30 01:58:25-04:00,2023-03-30 05:16:46-04:00,2023-03-30 10:53:16-04:00,16384,0.0,0.0,246.0,0.0,0.0,268.46,0.0,0,False
410098,393,3629745,742443664262118       ,False,2,2,False,87104     ,NULL                  ,,2023-04-03,2023-04-03 07:45:34-04:00,2023-04-04 00:00:35-04:00,2023-04-03 11:06:00-04:00,12288,15.0,527.0,15.0,0.0,0.0,685.44,952.2,2,False
340023,394,3629745,938782123877703       ,True,2,2,False,93648     ,NULL                  ,,2023-04-03,2023-04-03 07:52:40-04:00,2023-04-03 01:39:40-04:00,2023-04-03 19:17:16-04:00,12288,15.0,600.0,15.0,0.0,0.0,57.12,79.35,2,False
410063,401,9179773,423023380291539       ,False,2,5,False,27453     ,NULL                  ,,2023-03-19,2023-03-19 21:35:53-04:00,2023-03-19 19:16:50-04:00,2023-03-19 17:24:07-04:00,12289,92.0,951.36,92.0,0.0,0.0,960.97,1368.79,23,False
340035,402,9179773,561301715040941       ,False,2,5,False,60490     ,NULL                  ,,2023-03-19,2023-03-19 10:45:31-04:00,2023-03-19 18:11:12-04:00,2023-03-20 00:05:33-04:00,12289,78.0,171.95,78.0,0.0,0.0,173.69,274.72,16,False
410099,406,3629745,486394327030317       ,True,2,5,False,46236     ,NULL                  ,,2023-03-24,2023-03-24 15:49:36-04:00,2023-03-24 22:17:11-04:00,2023-03-24 11:30:12-04:00,12288,48.0,157.69,81.0,0.0,0.0,313.32,393.35,27,False
410080,408,9068305,653684179779142       ,False,2,6,False,28542     ,NULL                  ,,2023-04-03,2023-04-03 04:35:47-04:00,2023-04-03 15:13:52-04:00,2023-04-03 21:26:17-04:00,12296,791.0,3188.73,795.0,0.0,0.0,3185.89,4114.35,49,False
410096,409,3553315,278600000783190       ,False,2,6,False,98977     ,NULL                  ,,2023-04-03,2023-04-03 14:31:15-04:00,2023-04-03 19:01:19-04:00,2023-04-03 01:56:03-04:00,12296,751.0,13276.07,658.0,0.0,0.0,11847.89,14459.43,115,False
410092,410,5963353,886323111066203       ,False,2,6,False,91520     ,NULL                  ,,2023-04-03,2023-04-03 12:09:23-04:00,2023-04-03 04:12:55-04:00,2023-04-03 09:46:42-04:00,12296,577.0,8840.23,494.0,0.0,0.0,7566.33,7718.18,147,False
340049,411,5963353,449412638947701       ,True,2,6,False,27960     ,NULL                  ,,2023-04-03,2023-04-03 06:38:34-04:00,2023-04-03 03:41:13-04:00,2023-04-03 11:29:57-04:00,12296,55.0,-575.91,53.0,0.0,0.0,545.03,467.72,16,False
340025,413,5963353,570067301062936       ,False,2,6,False,49909     ,NULL                  ,,2023-04-03,2023-04-03 14:24:04-04:00,2023-04-03 20:03:45-04:00,2023-04-03 01:19:27-04:00,12296,577.0,8840.23,541.0,0.0,0.0,8347.8,10299.53,147,False
410053,414,5963353,398306824475711       ,True,2,6,False,56774     ,NULL                  ,,2023-04-03,2023-04-03 23:01:10-04:00,2023-04-03 23:09:03-04:00,2023-04-03 10:14:49-04:00,12296,55.0,-575.91,53.0,0.0,0.0,545.03,620.12,16,False
340016,415,3553315,513301533703903       ,False,2,6,False,78349     ,NULL                  ,,2023-04-03,2023-04-03 13:24:46-04:00,2023-04-03 09:49:31-04:00,2023-04-03 17:37:47-04:00,12296,751.0,13276.07,751.0,0.0,0.0,13274.51,16809.57,115,False
410052,421,3081290,337356948285260       ,False,2,5,True,76037     ,NULL                  ,,2023-03-23,2023-03-23 11:16:26-04:00,2023-03-23 21:29:05-04:00,2023-03-23 16:19:08-04:00,12288,4.0,127.8,4.0,0.0,0.0,127.8,191.52,2,False
340050,422,9506060,629120382478296       ,False,2,5,True,78673     ,NULL                  ,,2023-03-23,2023-03-23 02:02:20-04:00,2023-03-23 13:53:02-04:00,2023-03-23 12:52:15-04:00,12288,10.0,160.0,3.0,0.0,0.0,48.0,71.64,1,False
410087,424,5963353,966615206342614       ,False,2,6,False,76013     ,NULL                  ,,2023-04-03,2023-04-03 15:26:24-04:00,2023-04-03 23:40:39-04:00,2023-04-04 00:35:51-04:00,12296,577.0,8840.23,757.0,0.0,0.0,11873.23,12316.54,147,False
410085,425,4977635,258670662580436       ,False,2,5,True,37390     ,NULL                  ,,2023-03-23,2023-03-23 06:06:14-04:00,2023-03-23 19:26:42-04:00,2023-03-23 20:50:02-04:00,12288,42.0,2497.11,241.0,0.0,0.0,2497.11,3582.88,30,False
410088,426,3629745,789654385220841       ,False,2,5,False,38560     ,NULL                  ,,2023-03-19,2023-03-19 12:58:59-04:00,2023-03-19 14:11:17-04:00,2023-03-19 04:45:59-04:00,12288,68.0,2346.76,68.0,0.0,0.0,2346.76,3158.58,38,False
